semSort,id,card,semPath,businessTerm,dataType,SMESemSort,syntaxID,businessTerm_en,desc,businessTerm_ja,desc_ja,Syntax Sort,UBL syntax binding XPath,Card_consolidated,
2610,,,,,,156,UN01005860,CompleteNumber,The text string of characters that make up the complete number for this CI universal communication.,FAX通信クラス,通信（FAX）に関する情報からなるクラス。,156,,－,
2620,JC35_3_JC23_11,,/JC00/JC35_3_JC23/JC35_3_JC23_11,請求者FAX番号,Code,157,UN01005730,EmailURICIUniversalCommunication,The email URI communication information for this CI trade contact.,請求者FAX番号,請求者のFAX番号,157,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoicerCITradeParty/ DefinedCITradeContact/ FaxCIUniversalCommunication/ CompleteNumber,0..1,
2630,,,,,,158,UN01005857,CIUniversalCommunication,The exchange of messages or information for Cross Industry (CI) purposes.,連絡先／電子メール情報グループ,連絡先の電子メールに関するグループ。,158,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoicerCITradeParty/ DefinedCITradeContact/ EmailURICIUniversalCommunication,0..1,
2640,,,,,,159,UN01005858,URIID,"The Uniform Resource Identifier (URI), such as a web or an email address, for this CI universal communication.",電子メール通信クラス,通信（電子メール）に関する情報からなるクラス。,159,,－,
2650,JC35_3_JC23_12,,/JC00/JC35_3_JC23/JC35_3_JC23_12,請求者メールアドレス,Code,160,UN01005762,PostalCITradeAddress,The postal address for this CI trade party.,請求者メールアドレス,請求者の電子メールアドレス。,160,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoicerCITradeParty/ DefinedCITradeContact/ EmailURICIUniversalCommunication/ URIID,0..1,
2660,,,,,Code,161,UN01005687,CITradeAddress,The place at which a particular Cross Industry (CI) trade related organization or person may be found or reached.,請求者／住所グループ,請求者の住所に関するグループ。,161,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoicerCITradeParty/ PostalCITradeAddress,0..1,
2670,,,,,,162,UN01005689,PostcodeCode,The postcode of this CI trade address.,請求者住所クラス,請求者住所に関する情報からなるクラス。,162,,－,
2680,JC35_3_JC23_13,,/JC00/JC35_3_JC23/JC35_3_JC23_13,請求者郵便番号,Code,163,UN01005692,LineOne,"The first free form line, expressed as text, of this CI trade address.",請求者郵便番号,請求者の郵便番号。,163,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoicerCITradeParty/ PostalCITradeAddress/ PostcodeCode,0..1,
2690,JC35_3_JC23_14,,/JC00/JC35_3_JC23/JC35_3_JC23_14,請求者住所1,Code,164,UN01005693,LineTwo,"The second free form line, expressed as text, of this CI trade address.",請求者住所1,請求者の住所1行目。,164,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoicerCITradeParty/ PostalCITradeAddress/ LineOne,0..1,
2700,JC35_3_JC23_15,,/JC00/JC35_3_JC23/JC35_3_JC23_15,請求者住所2,Code,165,UN01005694,LineThree,"The third free form line, expressed as text, of this CI trade address.",請求者住所2,請求者の住所2行目。,165,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoicerCITradeParty/ PostalCITradeAddress/ LineTwo,0..1,
2710,JC35_3_JC23_16,,/JC00/JC35_3_JC23/JC35_3_JC23_16,請求者住所3,Code,166,UN01005700,CountryID,The unique identifier of the country for this CI trade address.,請求者住所3,請求者の住所3行目。,166,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoicerCITradeParty/ PostalCITradeAddress/ LineThree,0..1,
2720,JC35_3_JC23_17,,/JC00/JC35_3_JC23/JC35_3_JC23_17,請求者国ID,Code,167,UN01005765,EndPointURICIUniversalCommunication,The communication address of the end point URI for this CI trade party.,請求者国ID,請求者の国ID。デフォルトは「JP」,167,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoicerCITradeParty/ PostalCITradeAddress/ CountryID,1..1,
2730,,,,,Code,168,UN01005857,CIUniversalCommunication,The exchange of messages or information for Cross Industry (CI) purposes.,送信者／国際アドレスグループ,送信者の国際アドレスグループ,168,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoicerCITradeParty/ EndPointURICIUniversalCommunication,1..1,
2740,,,,,,169,UN01005859,ChannelCode,"The code specifying the channel or manner in which a CI universal communication can be made, such as telephone or email.",国際アドレスクラス,"国際アドレスクラス
（JP-PINTのアドレス方式に対応）",169,,－,
2750,JC35_3_JC23_18,,/JC00/JC35_3_JC23/JC35_3_JC23_18,国際アドレス登録機関コード,Code,170,UN01005860,CompleteNumber,The text string of characters that make up the complete number for this CI universal communication.,国際アドレス登録機関コード,"ISOがコード表6523に登録した国際アドレス登録機関のコード
（デジタル庁／JP-PINTに対応）",170,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoicerCITradeParty/ EndPointURICIUniversalCommunication/ ChannelCode,1..1,
2760,JC35_3_JC23_19,,/JC00/JC35_3_JC23/JC35_3_JC23_19,請求者国際アドレス,Code,171,UN01005917,InvoiceeCITradeParty,The Cross Industry (CI) trade party to whom an invoice is issued for this CIIH supply chain trade settlement.,請求者国際アドレス,"国際アドレス登録機関が付与する国際アドレス番号
（わが国ではJP-PINTアドレスとしてデジタル庁が付与する番号）",171,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoicerCITradeParty/ EndPointURICIUniversalCommunication/ CompleteNumber,1..1,
2770,JC36_4_JC23,1,/JC00/JC36_4_JC23,請求先,Code,172,UN01005756,CITradeParty,"An individual, a group, or a body having a role in a Cross Industry (CI) trade business function.",インボイス文書決済／請求先グループ,請求先にかかわるグループ,172,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceeCITradeParty,0..1,
2780,,,,,,173,UN01005757,ID,A unique identifier of this CI trade party.,請求先クラス,請求先に関する情報からなるクラス。,173,,－,
2790,JC36_4_JC23_01,,/JC00/JC36_4_JC23/JC36_4_JC23_01,請求先ID,Code,174,UN01005758,GlobalID,A globally unique identifier of this CI trade party.,請求先ID,請求を受ける企業等を表すID。,174,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceeCITradeParty/ IdentificationID,0..1,
2800,JC36_4_JC23_02,,/JC00/JC36_4_JC23/JC36_4_JC23_02,請求先国際企業ID,Code,175,UN01005759,Name,"The name, expressed as text, for this CI trade party.",請求先国際企業ID,企業を表す国際企業ID。ISO6523に登録された国際企業登録機関を属性で指定する。中小企業共通EDIでは法人IDの利用を推奨,175,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceeCITradeParty/ GlobalID,0..1,
2810,JC36_4_JC23_03,,/JC00/JC36_4_JC23/JC36_4_JC23_03,請求先名称,Code,176,UN01005761,DefinedCITradeContact,A trade contact defined for this CI trade party.,請求先名称,請求を受ける企業等の名称,176,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceeCITradeParty/ Name,0..1,
2820,,,,,Code,177,UN01005718,CITradeContact,A person or a department that acts as a point of contact with another person or department in a Cross Industry (CI) trading relationship.,請求先／連絡先グループ,請求先の連絡先に関するグループ,177,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceeCITradeParty/ DefinedCITradeContact,0..1,
2830,,,,,,178,UN01005719,ID,The unique identifier for this CI trade contact.,請求先連絡先クラス,連絡先に関する情報からなるクラス。,178,,－,
2840,JC36_4_JC23_04,,/JC00/JC36_4_JC23/JC36_4_JC23_04,請求先部門ID,Code,179,UN01005720,PersonName,"The name, expressed as text, of this CI trade contact person.",請求先部門ID,請求先の部門を表すコード。,179,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceeCITradeParty/ DefinedCITradeContact/ IdentificationID,0..1,
2850,JC36_4_JC23_05,,/JC00/JC36_4_JC23/JC36_4_JC23_05,請求先担当名,Code,180,UN01005721,DepartmentName,"The name, expressed as text, of the department which is this CI trade contact.",請求先担当名,請求先の担当者の名称,180,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceeCITradeParty/ DefinedCITradeContact/ PersonName,0..1,
2860,JC36_4_JC23_06,,/JC00/JC36_4_JC23/JC36_4_JC23_06,請求先部門名,Code,181,UN01005725,PersonID,A unique identifier for this CI trade contact person.,請求先部門名,請求先の部門を表す名称,181,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceeCITradeParty/ DefinedCITradeContact/ DepartmentName,0..1,
2870,JC36_4_JC23_07,,/JC00/JC36_4_JC23/JC36_4_JC23_07,請求先担当ID,Code,182,UN01005726,TelephoneCIUniversalCommunication,The telephone communication information for this CI trade contact.,請求先担当ID,請求先個人を表すID,182,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceeCITradeParty/ DefinedCITradeContact/ PersonID,0..1,
2880,,,,,,183,UN01005857,CIUniversalCommunication,The exchange of messages or information for Cross Industry (CI) purposes.,連絡先／電話情報グループ,連絡先の電話に関するグループ。,183,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceeCITradeParty/ DefinedCITradeContact/ TelephoneCIUniversalCommunication,0..1,
2890,,,,,,184,UN01005860,CompleteNumber,The text string of characters that make up the complete number for this CI universal communication.,電話通信クラス,通信（電話）に関する情報からなるクラス。,184,,－,
2900,JC36_4_JC23_08,,/JC00/JC36_4_JC23/JC36_4_JC23_08,請求先電話番号,Code,185,UN01005729,FaxCIUniversalCommunication,The fax communication information for this CI trade contact.,請求先電話番号,請求先の電話番号。,185,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceeCITradeParty/ DefinedCITradeContact/ TelephoneCIUniversalCommunication/ CompleteNumber,0..1,
2910,,,,,,186,UN01005857,CIUniversalCommunication,The exchange of messages or information for Cross Industry (CI) purposes.,連絡先／FAX情報グループ,連絡先のFAXに関するグループ。,186,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceeCITradeParty/ DefinedCITradeContact/ FaxCIUniversalCommunication,0..1,
2920,,,,,,187,UN01005860,CompleteNumber,The text string of characters that make up the complete number for this CI universal communication.,FAX通信クラス,通信（FAX）に関する情報からなるクラス。,187,,－,
2930,JC36_4_JC23_09,,/JC00/JC36_4_JC23/JC36_4_JC23_09,請求先FAX番号,Code,188,UN01005730,EmailURICIUniversalCommunication,The email URI communication information for this CI trade contact.,請求先FAX番号,請求先のFAX番号,188,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceeCITradeParty/ DefinedCITradeContact/ FaxCIUniversalCommunication/ CompleteNumber,0..1,
2940,,,,,,189,UN01005857,CIUniversalCommunication,The exchange of messages or information for Cross Industry (CI) purposes.,連絡先／電子メール情報グループ,連絡先の電子メールに関するグループ。,189,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceeCITradeParty/ DefinedCITradeContact/ EmailURICIUniversalCommunication,0..1,
2950,,,,,,190,UN01005858,URIID,"The Uniform Resource Identifier (URI), such as a web or an email address, for this CI universal communication.",電子メール通信クラス,通信（電子メール）に関する情報からなるクラス。,190,,－,
2960,JC36_4_JC23_10,,/JC00/JC36_4_JC23/JC36_4_JC23_10,請求先メールアドレス,Code,191,UN01005762,PostalCITradeAddress,The postal address for this CI trade party.,請求先メールアドレス,請求先の電子メールアドレス。,191,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceeCITradeParty/ DefinedCITradeContact/ EmailURICIUniversalCommunication/ URIID,0..1,
2970,,,,,Code,192,UN01005687,CITradeAddress,The place at which a particular Cross Industry (CI) trade related organization or person may be found or reached.,請求先／住所グループ,請求先の住所に関するグループ。,192,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceeCITradeParty/ PostalCITradeAddress,0..1,
2980,,,,,,193,UN01005689,PostcodeCode,The postcode of this CI trade address.,請求先住所クラス,請求先住所に関する情報からなるクラス。,193,,－,
2990,JC36_4_JC23_11,,/JC00/JC36_4_JC23/JC36_4_JC23_11,請求先郵便番号,Code,194,UN01005692,LineOne,"The first free form line, expressed as text, of this CI trade address.",請求先郵便番号,請求先の郵便番号。,194,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceeCITradeParty/ PostalCITradeAddress/ PostcodeCode,0..1,
3000,JC36_4_JC23_12,,/JC00/JC36_4_JC23/JC36_4_JC23_12,請求先住所1,Code,195,UN01005693,LineTwo,"The second free form line, expressed as text, of this CI trade address.",請求先住所1,請求先の住所1行目。,195,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceeCITradeParty/ PostalCITradeAddress/ LineOne,0..1,
3010,JC36_4_JC23_13,,/JC00/JC36_4_JC23/JC36_4_JC23_13,請求先住所2,Code,196,UN01005694,LineThree,"The third free form line, expressed as text, of this CI trade address.",請求先住所2,請求先の住所2行目。,196,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceeCITradeParty/ PostalCITradeAddress/ LineTwo,0..1,
3020,JC36_4_JC23_14,,/JC00/JC36_4_JC23/JC36_4_JC23_14,請求先住所3,Code,197,UN01005700,CountryID,The unique identifier of the country for this CI trade address.,請求先住所3,請求先の住所3行目。,197,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceeCITradeParty/ PostalCITradeAddress/ LineThree,0..1,
3030,JC36_4_JC23_15,,/JC00/JC36_4_JC23/JC36_4_JC23_15,請求先国ID,Code,198,UN01005765,EndPointURICIUniversalCommunication,The communication address of the end point URI for this CI trade party.,請求先国ID,請求先の国ID。デフォルトは「JP」,198,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceeCITradeParty/ PostalCITradeAddress/ CountryID,1..1,
3040,,,,,Code,199,UN01005857,CIUniversalCommunication,The exchange of messages or information for Cross Industry (CI) purposes.,送信者／国際アドレスグループ,送信者の国際アドレスグループ,199,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceeCITradeParty/ EndPointURICIUniversalCommunication,0..1,
3050,,,,,,200,UN01005859,ChannelCode,"The code specifying the channel or manner in which a CI universal communication can be made, such as telephone or email.",国際アドレスクラス,"国際アドレスクラス
（JP-PINTのアドレス方式に対応）",200,,－,
3060,JC36_4_JC23_16,,/JC00/JC36_4_JC23/JC36_4_JC23_16,国際アドレス登録機関コード,Code,201,UN01005860,CompleteNumber,The text string of characters that make up the complete number for this CI universal communication.,国際アドレス登録機関コード,"ISOがコード表6523に登録した国際アドレス登録機関のコード
（デジタル庁／JP-PINTに対応）",201,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceeCITradeParty/ EndPointURICIUniversalCommunication/ ChannelCode,0..1,
3070,JC36_4_JC23_17,,/JC00/JC36_4_JC23/JC36_4_JC23_17,請求先国際アドレス,Code,202,UN01005918,PayeeCITradeParty,The Cross Industry (CI) payee party for this CIIH supply chain trade settlement.,請求先国際アドレス,"国際アドレス登録機関が付与する国際アドレス番号
（わが国ではJP-PINTアドレスとしてデジタル庁が付与する番号）",202,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceeCITradeParty/ EndPointURICIUniversalCommunication/ CompleteNumber,0..1,
3080,JC37_5_JC23,1,/JC00/JC37_5_JC23,支払先,Code,203,UN01005756,CITradeParty,"An individual, a group, or a body having a role in a Cross Industry (CI) trade business function.",インボイス文書決済／支払先グループ,支払先にかかわる情報,203,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayeeCITradeParty,0..1,
3090,,,,,,204,UN01005757,ID,A unique identifier of this CI trade party.,支払先クラス,支払先に関する情報からなるクラス。,204,,－,
3100,JC37_5_JC23_01,,/JC00/JC37_5_JC23/JC37_5_JC23_01,支払先ID,Code,205,,,,支払先ID,支払先のID。,205,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayeeCITradeParty/ ID,0..1,
3110,JC37_5_JC23_16,,#N/A,スキーマID,Code,,UN01005758,GlobalID,A globally unique identifier of this CI trade party.,,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayeeCITradeParty/ ID/ @schemeID,,
3120,JC37_5_JC23_02,,/JC00/JC37_5_JC23/JC37_5_JC23_02,支払先国際企業ID,Code,206,,,,支払先国際企業ID,支払先の国際企業ID。,206,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayeeCITradeParty/ GlobalID,0..1,
3130,JC37_5_JC23_17,,#N/A,スキーマID,Code,,UN01005759,Name,"The name, expressed as text, for this CI trade party.",,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayeeCITradeParty/ GlobalID/ @schemeID,,
3140,JC37_5_JC23_03,,/JC00/JC37_5_JC23/JC37_5_JC23_03,支払先名称,Code,207,UN01005761,DefinedCITradeContact,A trade contact defined for this CI trade party.,支払先名称,支払先の企業等を表す名称。,207,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayeeCITradeParty/ Name,0..1,
3150,,,,,Code,208,UN01005718,CITradeContact,A person or a department that acts as a point of contact with another person or department in a Cross Industry (CI) trading relationship.,支払先／連絡先グループ,支払先の連絡先に関するグループ,208,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayeeCITradeParty/ DefinedCITradeContact,0..1,
3160,,,,,,209,UN01005719,ID,The unique identifier for this CI trade contact.,支払先連絡先クラス,連絡先に関する情報からなるクラス。,209,,－,
3170,JC37_5_JC23_04,,/JC00/JC37_5_JC23/JC37_5_JC23_04,支払先部門ID,Code,210,UN01005720,PersonName,"The name, expressed as text, of this CI trade contact person.",支払先部門ID,支払先の支払先部門を表すID。,210,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayeeCITradeParty/ DefinedCITradeContact/ IdentificationID,0..1,
3180,JC37_5_JC23_05,,/JC00/JC37_5_JC23/JC37_5_JC23_05,支払先担当名,Code,211,UN01005721,DepartmentName,"The name, expressed as text, of the department which is this CI trade contact.",支払先担当名,支払先個人の、文字で表現された名前。,211,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayeeCITradeParty/ DefinedCITradeContact/ PersonName,0..1,
3190,JC37_5_JC23_06,,/JC00/JC37_5_JC23/JC37_5_JC23_06,支払先部門名,Code,212,UN01005725,PersonID,A unique identifier for this CI trade contact person.,支払先部門名,支払先の請求部門の名称。,212,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayeeCITradeParty/ DefinedCITradeContact/ DepartmentName,0..1,
3200,JC37_5_JC23_07,,/JC00/JC37_5_JC23/JC37_5_JC23_07,支払先担当ID,Code,213,UN01005726,TelephoneCIUniversalCommunication,The telephone communication information for this CI trade contact.,支払先担当ID,支払先個人を表すID,213,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayeeCITradeParty/ DefinedCITradeContact/ PersonID,0..1,
3210,,,,,,214,UN01005857,CIUniversalCommunication,The exchange of messages or information for Cross Industry (CI) purposes.,連絡先／電話情報グループ,連絡先の電話に関するグループ。,214,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayeeCITradeParty/ DefinedCITradeContact/ TelephoneCIUniversalCommunication,0..1,
3220,,,,,,215,UN01005860,CompleteNumber,The text string of characters that make up the complete number for this CI universal communication.,電話通信クラス,通信（電話）に関する情報からなるクラス。,215,,－,
3230,JC37_5_JC23_08,,/JC00/JC37_5_JC23/JC37_5_JC23_08,支払先電話番号,Code,216,UN01005729,FaxCIUniversalCommunication,The fax communication information for this CI trade contact.,支払先電話番号,支払先の電話番号。,216,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayeeCITradeParty/ DefinedCITradeContact/ TelephoneCIUniversalCommunication/ CompleteNumber,0..1,
3240,,,,,,217,UN01005857,CIUniversalCommunication,The exchange of messages or information for Cross Industry (CI) purposes.,連絡先／FAX情報グループ,連絡先のFAXに関するグループ。,217,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayeeCITradeParty/ DefinedCITradeContact/ FaxCIUniversalCommunication,0..1,
3250,,,,,,218,UN01005860,CompleteNumber,The text string of characters that make up the complete number for this CI universal communication.,FAX通信クラス,通信（FAX）に関する情報からなるクラス。,218,,－,
3260,JC37_5_JC23_09,,/JC00/JC37_5_JC23/JC37_5_JC23_09,支払先FAX番号,Code,219,UN01005730,EmailURICIUniversalCommunication,The email URI communication information for this CI trade contact.,支払先FAX番号,支払先のFAX番号,219,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayeeCITradeParty/ DefinedCITradeContact/ FaxCIUniversalCommunication/ CompleteNumber,0..1,
3270,,,,,,220,UN01005857,CIUniversalCommunication,The exchange of messages or information for Cross Industry (CI) purposes.,連絡先／電子メール情報グループ,連絡先の電子メールに関するグループ。,220,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayeeCITradeParty/ DefinedCITradeContact/ EmailURICIUniversalCommunication,0..1,
3280,,,,,,221,UN01005858,URIID,"The Uniform Resource Identifier (URI), such as a web or an email address, for this CI universal communication.",電子メール通信クラス,通信（電子メール）に関する情報からなるクラス。,221,,－,
3290,JC37_5_JC23_10,,/JC00/JC37_5_JC23/JC37_5_JC23_10,支払先メールアドレス,Code,222,UN01005762,PostalCITradeAddress,The postal address for this CI trade party.,支払先メールアドレス,支払先の電子メールアドレス。,222,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayeeCITradeParty/ DefinedCITradeContact/ EmailURICIUniversalCommunication/ URIID,0..1,
3300,,,,,Code,223,UN01005687,CITradeAddress,The place at which a particular Cross Industry (CI) trade related organization or person may be found or reached.,支払先／住所グループ,支払先の住所に関するグループ。,223,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayeeCITradeParty/ PostalCITradeAddress,0..1,
3310,,,,,,224,UN01005689,PostcodeCode,The postcode of this CI trade address.,支払先住所クラス,支払先住所に関する情報からなるクラス。,224,,－,
3320,JC37_5_JC23_11,,/JC00/JC37_5_JC23/JC37_5_JC23_11,支払先郵便番号,Code,225,UN01005692,LineOne,"The first free form line, expressed as text, of this CI trade address.",支払先郵便番号,支払先の郵便番号。,225,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayeeCITradeParty/ PostalCITradeAddress/ PostcodeCode,0..1,
3330,JC37_5_JC23_12,,/JC00/JC37_5_JC23/JC37_5_JC23_12,支払先住所1,Code,226,UN01005693,LineTwo,"The second free form line, expressed as text, of this CI trade address.",支払先住所1,支払先の住所1行目。,226,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayeeCITradeParty/ PostalCITradeAddress/ LineOne,0..1,
3340,JC37_5_JC23_13,,/JC00/JC37_5_JC23/JC37_5_JC23_13,支払先住所2,Code,227,UN01005694,LineThree,"The third free form line, expressed as text, of this CI trade address.",支払先住所2,支払先の住所2行目。,227,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayeeCITradeParty/ PostalCITradeAddress/ LineTwo,0..1,
3350,JC37_5_JC23_14,,/JC00/JC37_5_JC23/JC37_5_JC23_14,支払先住所3,Code,228,UN01005700,CountryID,The unique identifier of the country for this CI trade address.,支払先住所3,支払先の住所3行目。,228,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayeeCITradeParty/ PostalCITradeAddress/ LineThree,0..1,
3360,JC37_5_JC23_15,,/JC00/JC37_5_JC23/JC37_5_JC23_15,支払先国ID,Code,229,UN01005919,PayerCITradeParty,The Cross Industry (CI) payer party for this CIIH supply chain trade settlement.,支払先国ID,支払先の国ID。デフォルトは「JP」,229,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayeeCITradeParty/ PostalCITradeAddress/ CountryID,1..1,
3370,JC38_6_JC23,1,/JC00/JC38_6_JC23,支払人,Code,230,UN01005756,CITradeParty,"An individual, a group, or a body having a role in a Cross Industry (CI) trade business function.",インボイス文書決済／支払人グループ,支払人にかかわる情報,230,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayerCITradeParty,0..1,
3380,,,,,,231,UN01005757,ID,A unique identifier of this CI trade party.,支払人クラス,支払人に関する情報からなるクラス。,231,,－,
3390,JC38_6_JC23_01,,/JC00/JC38_6_JC23/JC38_6_JC23_01,支払人ID,Code,232,UN01005758,GlobalID,A globally unique identifier of this CI trade party.,支払人ID,支払人のID。,232,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayerCITradeParty/ IdentificationID,0..1,
3400,JC38_6_JC23_02,,/JC00/JC38_6_JC23/JC38_6_JC23_02,支払人国際企業ID,Code,233,UN01005759,Name,"The name, expressed as text, for this CI trade party.",支払人国際企業ID,支払人の国際企業ID。,233,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayerCITradeParty/ GlobalID,0..1,
3410,JC38_6_JC23_03,,/JC00/JC38_6_JC23/JC38_6_JC23_03,支払人名称,Code,234,UN01005761,DefinedCITradeContact,A trade contact defined for this CI trade party.,支払人名称,支払人の企業等を表す名称。,234,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayerCITradeParty/ Name,0..1,
