Semmantic Sort,ID,Section,PINT Cardinality,Aligned,Aligned Cardinality,Level,Business Term,名称,Semantic datatype,Desc,定義,Explanation,解説,Example,Syntax Sort,UBL element,UBL datatype,UBL syntax binding,selectors,UBL syntax binding XPath,Restricted syntax cardinality,UBL Occurrence
1360,ibt-029,Shared,0..n,,0..n,1,Seller identifier,売り手ID,Identifier,An identification of the Seller.,売り手を表すID。,,,,1550,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyIdentification/cbc:ID,,"/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyIdentification/cbc:ID[not(@schemeID=""SEPA"")]",1..1,1..1
1370,ibt-029-1,Shared,0..1,,0..1,2,Seller identifier Scheme identifier,スキーマID,Code,"If used, the identification scheme identifier shall be chosen from the entries of the list published by the ISO/IEC 6523 maintenance agency.",使用する場合、識別スキーマは、ISO/IEC6523保守機関として公開されているリストから選択しなければならない。,,,,1560,@schemeID,xsd:normalizedString,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyIdentification/cbc:ID/@schemeID,,"/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyIdentification/cbc:ID[not(@schemeID=""SEPA"")]/@schemeID",0..1,0..1
,,,,,,,,,,,,,,,1570,cac:PartyName,cac:PartyNameType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyName,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyName,0..1,0..n
1350,ibt-028,Shared,0..1,,0..1,1,Seller trading name,売り手商号,Text,"A name by which the Seller is known	 other than Seller name (also known as Business name).",売り手名称以外で、知られているビジネス上の名称（商号ともよばれる）。,,,株式会社 〇〇商事,1580,cbc:Name,udt:NameType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyName/cbc:Name,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyName/cbc:Name,1..1,1..1
1460,ibg-05,Shared,1..1,,1..1,1,SELLER POSTAL ADDRESS,売り手住所,,A group of business terms providing information about the address of the Seller.,売り手の住所に関する情報を提供するビジネス用語のグループ。,,,,1590,cac:PostalAddress,cac:AddressType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress,1..1,0..1
1470,ibt-035,Shared,0..1,,0..1,2,Seller address line 1,売り手住所欄1,Text,The main address line in an address.,売り手の住所の主な記載欄。,,,四谷4-XX-X,1600,cbc:StreetName,udt:NameType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:StreetName,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:StreetName,0..1,0..1
1480,ibt-036,Shared,0..1,,0..1,2,Seller address line 2,売り手住所欄2,Text,An additional address line in an address that can be used to give further details supplementing the main line.,売り手の住所の主な記載内容に加えて詳細な情報のために使用する追加記載欄。,,,〇〇商事ビル,1610,cbc:AdditionalStreetName,udt:NameType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:AdditionalStreetName,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:AdditionalStreetName,0..1,0..1
1500,ibt-037,Shared,0..1,,0..1,2,Seller city,売り手住所 市区町村,Text,"The common name of the city	 town or village	 where the Seller address is located.",売り手が所在する市、町、村の通称。,,,新宿区,1620,cbc:CityName,udt:NameType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:CityName,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:CityName,0..1,0..1
1510,ibt-038,Shared,0..1,,0..1,2,Seller post code,売り手郵便番号,Text,The identifier for an addressable group of properties according to the relevant postal service.,売り手の住所の郵便番号。,,,1xx-xxxx,1630,cbc:PostalZone,udt:TextType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:PostalZone,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:PostalZone,0..1,0..1
1520,ibt-039,Shared,0..1,,0..1,2,Seller country subdivision,売り手住所 都道府県,Text,The subdivision of a country.,売り手の住所の地方区分。,,日本の場合は、都道府県。,東京都,1640,cbc:CountrySubentity,udt:TextType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:CountrySubentity,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:CountrySubentity,0..1,0..1
,,,,,,,,,,,,,,,1650,cac:AddressLine,cac:AddressLineType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cac:AddressLine,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cac:AddressLine,0..1,0..n
1490,ibt-162,Shared,0..1,,0..1,2,Seller address line 3,売り手住所欄3,Text,An additional address line in an address that can be used to give further details supplementing the main line.,売り手の住所の上記の記載内容に加えてより詳細な情報のために使用する追加記載欄。,,,,1660,cbc:Line,udt:TextType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cac:AddressLine/cbc:Line,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cac:AddressLine/cbc:Line,1..1,1..1
,,,,,,,,,,,,,,,1670,cac:Country,cac:CountryType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cac:Country,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cac:Country,1..1,0..1
1530,ibt-040,Shared,1..1,,1..1,2,Seller country code,売り手国コード,Code,A code that identifies the country.,売り手の住所の国コード。,,ISO 3166で規定されたアルファベット2文字のコード。,JP,1680,cbc:IdentificationCode,udt:CodeType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cac:Country/cbc:IdentificationCode,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cac:Country/cbc:IdentificationCode,1..1,0..1
,,,,,,,,,,,,,,,1690,cac:PartyTaxScheme,cac:PartyTaxSchemeType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme,"cac:TaxScheme = ""VAT""",/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme[cac:TaxScheme/cbc:ID='VAT'],0..1,0..n
1400,ibt-031,Aligned,0..1,,0..1,1,Seller TAX identifier,売り手税ID,Identifier,The Seller’s TAX identifier (also known as Seller TAX identification number).,売り手の税ID(売り手の税識別番号ともよばれる）。,,日本の場合は、適格請求書発行事業者登録番号 T+法人番号（国税庁）。,T1234567890123,1700,cbc:CompanyID,udt:IdentifierType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme/cbc:CompanyID,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme[cac:TaxScheme/cbc:ID='VAT']/cbc:CompanyID,1..1,0..1
,,,,,,,,,,,,,,,1710,cac:TaxScheme,cac:TaxSchemeType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme[cac:TaxScheme/cbc:ID='VAT']/cac:TaxScheme,1..1,1..1
,,,,,,,,,,,,,,,1720,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme/cbc:ID,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme[cac:TaxScheme/cbc:ID='VAT']/cac:TaxScheme/cbc:ID,0..1,0..1
,,,,,,,,,,,,,,,1730,cac:PartyTaxScheme,cac:PartyTaxSchemeType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme,"cac:TaxScheme != ""VAT""",/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme[cac:TaxScheme/cbc:ID!='VAT'],0..1,0..n
1410,ibt-032,Aligned,0..1,,0..1,1,Seller TAX registration identifier,売り手税登録ID,Identifier,The local identification (defined by the Seller’s address) of the Seller for tax purposes or a reference that enables the Seller to state his registered tax status.,税務上の売り手の所在地における登録ID（売り手の住所で定義された値）。または売り手が登録済みの税務状況を示すことを可能にする参照ID。,"In case of Japan	 it is supposed that ibt-029	 ibt-030	 ibt-031 and ibt-034 are used in the following way. 
ibt-029 is used to set identifier issued by numbering agencies (such as JIPDEC	 TDB	 TSR)	 ibt-030 is used to set  identifier issued by government/tax authority	 ibt-031 is used to set Japan consumption tax registration number	 and ibt-034 is used to set user ID of Peppol eDelivery Network.",,,1740,cbc:CompanyID,udt:IdentifierType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme/cbc:CompanyID,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme[cac:TaxScheme/cbc:ID!='VAT']/cbc:CompanyID,1..1,0..1
,,,,,,,,,,,,,,,1750,cac:TaxScheme,cac:TaxSchemeType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme[cac:TaxScheme/cbc:ID!='VAT']/cac:TaxScheme,1..1,1..1
,,,,,,,,,,,,,,,1760,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme/cbc:ID,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme[cac:TaxScheme/cbc:ID!='VAT']/cac:TaxScheme/cbc:ID,0..1,0..1
,,,,,,,,,,,,,,,1770,cac:PartyLegalEntity,cac:PartyLegalEntityType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity,1..1,0..n
1340,ibt-027,Shared,1..1,,1..1,1,Seller name,売り手名称,Text,The full formal name by which the Seller is registered in the national registry of legal entities or as a Taxable person or otherwise trades as a person or persons.,売り手が所在国の法人登録簿に法人、または課税対象者として登録されている、またはその他の方法で1人または複数の人として登録されている完全な正式名称。,,,株式会社 〇〇商事,1780,cbc:RegistrationName,udt:NameType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:RegistrationName,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:RegistrationName,1..1,0..1
1380,ibt-030,Shared,0..1,,0..1,1,Seller legal registration identifier,売り手法人ID,Identifier,An identifier issued by an official registrar that identifies the Seller as a legal entity or person.,公的機関が発行した売り手を法人や個人として識別するID。,,,1234567890123,1790,cbc:CompanyID,udt:IdentifierType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID,0..1,0..1
1390,ibt-030-1,Shared,0..1,,0..1,2,Seller legal registration identifier Scheme identifier,スキーマID,Code,"If used	 the identification scheme shall be chosen from the entries of the list published by the ISO/IEC 6523 maintenance agency.",使用する場合、識別スキーマは、ISO/IEC 6523 保守機関が公開しているリストから選択しなければならない。,"For example	 0188 Corporate Number of The Social Security and Tax Number System",ISO/IEC 6523 保守機関として登録されている番号。国税庁は0188。,0188,1800,@schemeID,xsd:normalizedString,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID/@schemeID,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID/@schemeID,0..1,0..1
1420,ibt-033,Shared,0..1,,0..1,1,Seller additional legal information,売り手追加法的情報,Text,Additional legal information relevant for the Seller.,売り手に関する追加の法的情報。,,,Private Limited Company,1810,cbc:CompanyLegalForm,udt:TextType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyLegalForm,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyLegalForm,0..1,0..1
1540,ibg-06,Shared,0..1,,0..1,1,SELLER CONTACT,売り手連絡先,,A group of business terms providing contact information about the Seller.,売り手の連絡先に係る情報を提供するビジネス用語のグループ。,,,,1820,cac:Contact,cac:ContactType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact,0..1,0..1
1550,ibt-041,Shared,0..1,,0..1,2,Seller contact point,売り手連絡先,Text,A contact point for a legal entity or person.,売り手の連絡先の個人の、文字で表現された名前（部門名を含む）。,,,法人営業2課,1830,cbc:Name,udt:NameType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:Name,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:Name,0..1,0..1
1560,ibt-042,Shared,0..1,,0..1,2,Seller contact telephone number,売り手連絡先電話番号,Text,A phone number for the contact point.,売り手の連絡先電話番号。,,,03-3xxx-1234,1840,cbc:Telephone,udt:TextType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:Telephone,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:Telephone,0..1,0..1
1570,ibt-043,Shared,0..1,,0..1,2,Seller contact email address,売り手連絡先電子メールアドレス,Text,An e-mail address for the contact point.,売り手の連絡先電子メールアドレス。,,,houjineigyou2@〇〇co.jp,1850,cbc:ElectronicMail,udt:TextType,ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:ElectronicMail,,/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:ElectronicMail,0..1,0..1
1580,ibg-07,Shared,1..1,,1..1,0,BUYER,買い手,,A group of business terms providing information about the Buyer.,買い手に係る情報を提供するビジネス用語のグループ。,,,,1860,cac:AccountingCustomerParty,cac:CustomerPartyType,ubl:Invoice/cac:AccountingCustomerParty,,/ubl:Invoice/cac:AccountingCustomerParty,1..1,1..1
,,,,,,,,,,,,,,,1870,cac:Party,cac:PartyType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party,1..1,0..1
1660,ibt-049,Shared,1..1,,1..1,1,Buyer electronic address,買い手電子アドレス,Identifier,Identifies the Buyer’s electronic address to which the invoice is delivered.,請求書の送信先となる買い手の電子アドレスを識別する。,,,3210987654321,1880,cbc:EndpointID,udt:IdentifierType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cbc:EndpointID,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cbc:EndpointID,1..1,0..1
1670,ibt-049-1,Shared,1..1,,1..1,2,Buyer electronic address Scheme identifier,スキーマID,Code,The scheme identifier shall be chosen from a list to be maintained by the Connecting Europe Facility.,スキーマIDは、Connecting Europe Facility (CEF) が管理するリストから選択しなければならない。,Request for Change has been submitted to OpenPEPPOL to add  0188 Corporate Number of The Social Security and Tax Number System to EAS list. ,0188 Corporate Number of The Social Security and Tax Number System (社会保障・税制度の法人番号) をEASリストに追加。,0188,1890,@schemeID,xsd:normalizedString,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cbc:EndpointID/@schemeID,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cbc:EndpointID/@schemeID,1..1,0..1
,,,,,,,,,,,,,,,1900,cac:PartyIdentification,cac:PartyIdentificationType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyIdentification,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyIdentification,0..1,0..n
1610,ibt-046,Shared,0..1,,0..1,1,Buyer identifier,買い手ID,Identifier,An identifier of the Buyer.,買い手を表すID。,,,654321:000321:0147:1,1910,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyIdentification/cbc:ID,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyIdentification/cbc:ID,1..1,1..1
1620,ibt-046-1,Shared,0..1,,0..1,2,Buyer identifier Scheme identifier,スキーマID,Code,"If used	 the identification scheme shall be chosen from the entries of the list published by the ISO/IEC 6523 maintenance agency.",使用する場合、識別スキーマは、ISO/IEC6523保守機関として公開されているリストから選択しなければならない。,"For example	 0147 Standard Company Code. Partner identification code which is registered with JIPDEC/ECPC. Issuing agency: JIPDEC	 Japan. It consists of company identification number (6 digit) + sub-number (6 digit). Company identification number (6 digit) is issued by JIPDEC	 on the other hand	 sub-number (6 digit)	 which is for identifying branch or division inside company	 is issued and managed by each company.",例えば、0147 Standard Company Code は、JIPDEC が発番する標準企業コードであるが、企業識別コード6桁＋枝番6桁の合計12桁で構成されており、企業識別コード6桁は　JIPDEC が発番するが、枝番6桁は、支店や部署の識別のため、各企業が採番・管理を行うものであり、JIPDECのコードを用いて、支店や部署まで特定することが可能である。,0147,1920,@schemeID,xsd:normalizedString,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyIdentification/cbc:ID/@schemeID,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyIdentification/cbc:ID/@schemeID,0..1,0..1
,,,,,,,,,,,,,,,1930,cac:PartyName,cac:PartyNameType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyName,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyName,0..1,0..n
1600,ibt-045,Shared,0..1,,0..1,1,Buyer trading name,買い手商号,Text,"A name by which the Buyer is known	 other than Buyer name (also known as Business name).",買い手名称以外で、知られているビジネス上の名称。,,,株式会社 〇〇物産,1940,cbc:Name,udt:NameType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyName/cbc:Name,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyName/cbc:Name,1..1,1..1
1680,ibg-08,Shared,1..1,,1..1,1,BUYER POSTAL ADDRESS,買い手住所,,A group of business terms providing information about the postal address for the Buyer.,買い手の住所に関する情報を提供するビジネス用語のグループ。,,,,1950,cac:PostalAddress,cac:AddressType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress,1..1,0..1
1690,ibt-050,Shared,0..1,,0..1,2,Buyer address line 1,買い手住所欄1,Text,The main address line in an address.,買い手の住所の主な記載欄。,,,北区,1960,cbc:StreetName,udt:NameType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:StreetName,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:StreetName,0..1,0..1
1700,ibt-051,Shared,0..1,,0..1,2,Buyer address line 2,買い手住所欄2,Text,An additional address line in an address that can be used to give further details supplementing the main line.,買い手の住所の主な記載内容に加えて詳細な情報のために使用する追加記載欄。,,,北xx条西xx-X,1970,cbc:AdditionalStreetName,udt:NameType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:AdditionalStreetName,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:AdditionalStreetName,0..1,0..1
1720,ibt-052,Shared,0..1,,0..1,2,Buyer city,買い手住所 市区町村,Text,"The common name of the city	 town or village	 where the Buyer’s address is located.",買い手が所在する市、町、村の通称。,,,札幌市,1980,cbc:CityName,udt:NameType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:CityName,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:CityName,0..1,0..1
1730,ibt-053,Shared,0..1,,0..1,2,Buyer post code,買い手郵便番号,Text,The identifier for an addressable group of properties according to the relevant postal service.,買い手の住所の郵便番号。,,,001-xxxx,1990,cbc:PostalZone,udt:TextType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:PostalZone,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:PostalZone,0..1,0..1
1740,ibt-054,Shared,0..1,,0..1,2,Buyer country subdivision,買い手住所 都道府県,Text,The subdivision of a country.,買い手の住所の地方区分。,,日本の場合は、都道府県。,北海道,2000,cbc:CountrySubentity,udt:TextType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:CountrySubentity,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:CountrySubentity,0..1,0..1
,,,,,,,,,,,,,,,2010,cac:AddressLine,cac:AddressLineType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:AddressLine,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:AddressLine,0..1,0..n
1710,ibt-163,Shared,0..1,,0..1,2,Buyer address line 3,買い手住所欄3,Text,An additional address line in an address that can be used to give further details supplementing the main line.,買い手の住所の上記の記載内容に加えてより詳細な情報のために使用する追加記載欄。,,,,2020,cbc:Line,udt:TextType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:AddressLine/cbc:Line,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:AddressLine/cbc:Line,1..1,1..1
,,,,,,,,,,,,,,,2030,cac:Country,cac:CountryType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:Country,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:Country,1..1,0..1
1750,ibt-055,Shared,1..1,,1..1,2,Buyer country code,買い手国コード,Code,A code that identifies the country.,買い手の住所の国コード。,,ISO 3166で規定されたアルファベット2文字のコード。,JP,2040,cbc:IdentificationCode,udt:CodeType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:Country/cbc:IdentificationCode,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:Country/cbc:IdentificationCode,1..1,0..1
,,,,,,,,,,,,,,,2050,cac:PartyTaxScheme,cac:PartyTaxSchemeType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme,0..1,0..n
1650,ibt-048,Aligned,0..1,,0..1,1,Buyer TAX identifier,買い手税ID,Identifier,The Buyer’s TAX identifier (also known as Buyer TAX identification number).,買い手の税ID番号。日本の場合は、適格請求書発行事業者登録番号。,,T+法人番号（国税庁）。,T3210987654321,2060,cbc:CompanyID,udt:IdentifierType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cbc:CompanyID,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cbc:CompanyID,1..1,0..1
,,,,,,,,,,,,,,,2070,@schemeID,xsd:normalizedString,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cbc:CompanyID/@schemeID,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cbc:CompanyID/@schemeID,0..1,0..1
,,,,,,,,,,,,,,,2080,cac:TaxScheme,cac:TaxSchemeType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme,1..1,1..1
,,,,,,,,,,,,,,,2090,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme/cbc:ID,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme/cbc:ID,1..1,0..1
,,,,,,,,,,,,,,,2100,cac:PartyLegalEntity,cac:PartyLegalEntityType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity,1..1,0..n
1590,ibt-044,Shared,1..1,,1..1,1,Buyer name,買い手名称,Text,The full name of the Buyer.,買い手の名称。,,,株式会社 〇〇物産,2110,cbc:RegistrationName,udt:NameType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:RegistrationName,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:RegistrationName,1..1,0..1
1630,ibt-047,Shared,0..1,,0..1,1,Buyer legal registration identifier,買い手法人ID,Identifier,An identifier issued by an official registrar that identifies the Buyer as a legal entity or person.,買い手を表す法人ID。,,,654321:000321:0147:1,2120,cbc:CompanyID,udt:IdentifierType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID,0..1,0..1
1640,ibt-047-1,Shared,0..1,,0..1,2,Buyer legal registration identifier Scheme identifier,スキーマID,Code,"If used	 the identification scheme shall be chosen from the entries of the list published by the ISO/IEC 6523 maintenance agency.",使用する場合、識別スキーマは、ISO/IEC6523保守機関として公開されているリストから選択しなければならない。,"For example	 0147 Standard Company Code. Partner identification code which is registered with JIPDEC/ECPC. Issuing agency: JIPDEC	 Japan. It consists of company identification number (6 digit) + sub-number (6 digit). Company identification number (6 digit) is issued by JIPDEC	 on the other hand	 sub-number (6 digit)	 which is for identifying branch or division inside company	 is issued and managed by each company.",例えば、0147 Standard Company Code は、JIPDEC が発番する標準企業コードであるが、企業識別コード6桁＋枝番6桁の合計12桁で構成されており、企業識別コード6桁は　JIPDEC が発番するが、枝番6桁は、支店や部署の識別のため、各企業が採番・管理を行うものであり、JIPDECのコードを用いて、支店や部署まで特定することが可能である。,0147,2130,@schemeID,xsd:normalizedString,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID/@schemeID,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID/@schemeID,0..1,0..1
1760,ibg-09,Shared,0..1,,0..1,1,BUYER CONTACT,買い手連絡先,,A group of business terms providing contact information relevant for the Buyer.,買い手の連絡先に係る情報を提供するビジネス用語のグループ。,,,,2140,cac:Contact,cac:ContactType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact,0..1,0..1
1770,ibt-056,Shared,0..1,,0..1,2,Buyer contact point,買い手連絡先,Text,A contact point for a legal entity or person.,買い手の法人や個人の連絡先。,,個人情報保護の観点からは、個人名の使用を避け部署名を使用することが望ましい。,株式会社 △山物産 札幌支社,2150,cbc:Name,udt:NameType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact/cbc:Name,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact/cbc:Name,0..1,0..1
1780,ibt-057,Shared,0..1,,0..1,2,Buyer contact telephone number,買い手連絡先電話番号,Text,A phone number for the contact point.,買い手の連絡先電話番号。,,,011-757-1xxx,2160,cbc:Telephone,udt:TextType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact/cbc:Telephone,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact/cbc:Telephone,0..1,0..1
