月種別,種類,形式,作成方法,付箋,伝票日付,伝票番号,伝票摘要,枝番,借方部門,借方部門名,借方科目,借方科目名,借方補助,借方補助科目名,借方金額,借方消費税コード,借方消費税業種,借方消費税税率,借方資金区分,借方任意項目１,借方任意項目２,貸方部門,貸方部門名,貸方科目,貸方科目名,貸方補助,貸方補助科目名,貸方金額,貸方消費税コード,貸方消費税業種,貸方消費税税率,貸方資金区分,貸方任意項目１,貸方任意項目２,摘要,期日,証番号,入力マシン,入力ユーザ,入力アプリ,入力会社,入力日付
0,0,4,0,0,20220905,3,,1,,,208,預り金,,,2268,0,,,68,,,,,100,現金,,,2268,0,,,,,,麹町税務署､源泉所得税納付,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20220912,4,,1,,,512,支払手数料,,,264000,32,,10,56,,,,,999,諸口,,,264000,0,,,,,,大田コンサル､顧問料･決算料,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20220912,4,,2,,,999,諸口,,,239496,0,,,,,,,,110,城北信当座預金,,,239496,0,,,,,,大田コンサル､顧問料･決算料,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20220912,4,,3,,,999,諸口,,,24504,0,,,,,,,,208,預り金,,,24504,0,,,4,,,大田コンサル､源泉所得税,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220915,5,,1,,,110,城北信当座預金,,,224,0,,,,,,,,604,雑収入,,,224,0,,,5,,,麹町税務署､所得税還付金,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220922,6,,1,,,523,通信費,,,6102,32,,10,56,,,,,100,現金,,,6102,0,,,,,,NTTﾌｧｲﾅﾝｽ､電話料金,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20221026
0,0,4,0,0,20220922,7,,1,,,208,預り金,,,24504,0,,,68,,,,,100,現金,,,24504,0,,,,,,麹町税務署､源泉所得税納付,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220930,8,,1,,,529,修繕費,,,4840,32,,10,56,,,,,111,三菱東京UFJ当座預金,,,4840,0,,,,,,㈱大塚商会､保守料,,,ISOBE-PC01,PC03,財務会計R4,北信産業 株式会社,20221101
0,0,4,0,0,20220901,9,,1,,,522,旅費・交通費,,,900,32,,10,56,,,,,100,現金,,,900,0,,,,,,8/29実用興業､ﾀｸｼｰ代,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20221026
0,0,4,0,0,20220909,10,,1,,,522,旅費・交通費,,,900,32,,10,56,,,,,100,現金,,,900,0,,,,,,8/29実用興業､ﾀｸｼｰ代,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20221026
0,0,4,0,0,20220909,11,,1,,,522,旅費・交通費,,,900,32,,10,56,,,,,100,現金,,,900,0,,,,,,日本交通､ﾀｸｼｰ代,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20220921,12,,1,,,522,旅費・交通費,,,900,32,,10,56,,,,,100,現金,,,900,0,,,,,,東京興業､ﾀｸｼｰ代,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20221004,1,,1,,,512,支払手数料,,,880,32,,10,56,,,,,100,現金,,,880,0,,,,,,城北信金､振込料,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20221104
0,0,4,0,0,20221019,2,,1,,,512,支払手数料,,,880,32,,10,56,,,,,100,現金,,,880,0,,,,,,城北信金､振込料,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20221104
0,0,4,0,0,20221004,3,,1,,,529,修繕費,,,74877,32,,10,56,,,,,110,城北信当座預金,,,74877,0,,,,,,日本メディアシステム㈱､ＮＴＴ電話機でんえもん工事代,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20221104
0,0,3,0,0,20221012,4,,1,,,512,支払手数料,,,198000,32,,10,56,,,,,999,諸口,,,198000,0,,,,,,大田コンサル､会社清算事務分,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20221012,4,,2,,,999,諸口,,,179622,0,,,,,,,,110,城北信当座預金,,,179622,0,,,,,,大田コンサル､会社清算事務分,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20221012,4,,3,,,999,諸口,,,18378,0,,,,,,,,208,預り金,,,18378,0,,,4,,,大田コンサル､源泉所得税,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20221017,5,,1,,,100,現金,,,634606,0,,,,,,,,111,三菱東京UFJ当座預金,,,634606,0,,,,,,三菱UFJ銀行､当座預金解約,,,ISOBE-PC01,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,0,0,20221019,6,,1,,,538,雑費,,,50000,32,,10,56,,,,,100,現金,,,50000,0,,,,,,北海道太郎､残務整理諸経費,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20221019,7,,1,,,110,城北信当座預金,,,505456,0,,,,,,,,100,現金,,,505456,0,,,,,,現金預入,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20221104
0,0,4,0,0,20221019,8,,1,,,208,預り金,,,18378,0,,,68,,,,,100,現金,,,18378,0,,,,,,麹町税務署､源泉所得税納付,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20221019,9,,1,,,999,諸口,,,56688,0,,,,,,,,100,現金,,,56688,0,,,,,,ＸＹＺ司法書士､会社清算結了登記手数料,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20221019,9,,2,,,512,支払手数料,,,57000,32,,10,56,,,,,999,諸口,,,57000,0,,,,,,ＸＹＺ司法書士､会社清算結了登記手数料,,,WS017,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20221019,9,,3,,,999,諸口,,,4084,0,,,,,,,,208,預り金,,,4084,0,,,4,,,ＸＹＺ司法書士､源泉所得税,,,WS017,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20221019,9,,4,,,526,租税公課,,,3772,0,,,59,,,,,999,諸口,,,3772,0,,,,,,ＸＹＺ司法書士､登記法定費用,,,WS017,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20221019,10,,1,,,512,支払手数料,,,880,32,,10,56,,,,,100,現金,,,880,0,,,,,,城北信金､振込料,,,ISOBE-PC01,PC01,財務会計R4,北信産業 株式会社,20221104
0,0,4,0,0,20221019,11,,1,,,208,預り金,,,4084,0,,,68,,,,,100,現金,,,4084,0,,,,,,麹町税務署､源泉所得税納付,,,ISOBE-PC01,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20221027,12,,1,,,100,現金,,,17052250,0,,,,,,,,110,城北信当座預金,,,17052250,0,,,,,,城北信金､当座預金解約引出,,,ISOBE-PC01,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,0,0,20221031,13,,1,,,202,借入金,7,その他の借入金,432104,0,,,84,,,,,100,現金,,,432104,0,,,,,,北海道太郎､借入金返済,,,WS017,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,4,0,0,20221031,14,,1,,,204,未払金,,,379918,0,,,67,,,,,100,現金,,,379918,0,,,,,,北海道太郎､過年度光熱費等精算,,,WS017,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20221031,15,,1,,,701,固定資産譲渡収入,,,863641,0,,,7,,,,,999,諸口,,,863641,0,,,,,,車両･備品売却取引､純額処理振替,,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,3,0,0,20221031,15,,2,,,999,諸口,,,7,0,,,,,,,,712,固定資産譲渡費用,,,7,0,,,62,,,車両･備品売却取引､純額処理振替,,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,3,0,0,20221031,15,,3,,,999,諸口,,,863634,0,,,,,,,,700,固定資産売却益,,,863634,0,,,7,,,車両･備品売却取引､純額処理振替,,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220731,76,,0,,,810,売上高,,,102790,1,,10,1,,,,,999,諸口,,,102790,0,,,,,,[  7月-  7月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220731,76,,0,,,999,諸口,,,102790,0,,,,,,,,214,仮受消費税,,,102790,1,,10,10,,,[  7月-  7月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220731,77,,0,,,999,諸口,,,2013,0,,,,,,,,461,仕入高,,,2013,31,,10,41,,,[  7月-  7月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220731,77,,0,,,174,仮払消費税,,,2013,31,,10,66,,,,,999,諸口,,,2013,0,,,,,,[  7月-  7月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220731,78,,0,,,999,諸口,,,1149,0,,,,,,,,525,消耗品費,,,1149,31,,10,56,,,[  7月-  7月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220731,78,,0,,,174,仮払消費税,,,1149,31,,10,66,,,,,999,諸口,,,1149,0,,,,,,[  7月-  7月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220731,79,,0,,,999,諸口,,,1300,0,,,,,,,,528,地代・家賃,,,1300,31,,10,55,,,[  7月-  7月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220731,79,,0,,,174,仮払消費税,,,1300,31,,10,66,,,,,999,諸口,,,1300,0,,,,,,[  7月-  7月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220731,80,,0,,,999,諸口,,,10565,0,,,,,,,,529,修繕費,,,10565,31,,10,56,,,[  7月-  7月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220731,80,,0,,,174,仮払消費税,,,10565,31,,10,66,,,,,999,諸口,,,10565,0,,,,,,[  7月-  7月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220731,81,,0,,,999,諸口,,,1111,0,,,,,,,,521,接待交際費,1,交際費,1111,31,,K8.0,56,,,[  7月-  7月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220731,81,,0,,,174,仮払消費税,,,1111,31,,K8.0,66,,,,,999,諸口,,,1111,0,,,,,,[  7月-  7月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220731,82,,0,,,999,諸口,,,810,0,,,,,,,,521,接待交際費,2,少額交際費,810,31,,10,56,,,[  7月-  7月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220731,82,,0,,,174,仮払消費税,,,810,31,,10,66,,,,,999,諸口,,,810,0,,,,,,[  7月-  7月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220731,83,,0,,,999,諸口,,,1182,0,,,,,,,,522,旅費・交通費,,,1182,31,,10,56,,,[  7月-  7月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220731,83,,0,,,174,仮払消費税,,,1182,31,,10,66,,,,,999,諸口,,,1182,0,,,,,,[  7月-  7月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220731,84,,0,,,999,諸口,,,876,0,,,,,,,,523,通信費,,,876,31,,10,56,,,[  7月-  7月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220731,84,,0,,,174,仮払消費税,,,876,31,,10,66,,,,,999,諸口,,,876,0,,,,,,[  7月-  7月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220731,85,,0,,,999,諸口,,,19607,0,,,,,,,,512,支払手数料,,,19607,31,,10,56,,,[  7月-  7月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220731,85,,0,,,174,仮払消費税,,,19607,31,,10,66,,,,,999,諸口,,,19607,0,,,,,,[  7月-  7月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220731,86,,0,,,701,固定資産譲渡収入,,,86364,1,,10,7,,,,,999,諸口,,,86364,0,,,,,,[  7月-  7月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220731,86,,0,,,999,諸口,,,86364,0,,,,,,,,214,仮受消費税,,,86364,1,,10,10,,,[  7月-  7月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220831,19,,0,,,999,諸口,,,440,0,,,,,,,,529,修繕費,,,440,31,,10,56,,,[  8月-  8月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220831,19,,0,,,174,仮払消費税,,,440,31,,10,66,,,,,999,諸口,,,440,0,,,,,,[  8月-  8月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220831,20,,0,,,999,諸口,,,245,0,,,,,,,,522,旅費・交通費,,,245,31,,10,56,,,[  8月-  8月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220831,20,,0,,,174,仮払消費税,,,245,31,,10,66,,,,,999,諸口,,,245,0,,,,,,[  8月-  8月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220831,21,,0,,,999,諸口,,,1264,0,,,,,,,,523,通信費,,,1264,31,,10,56,,,[  8月-  8月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220831,21,,0,,,174,仮払消費税,,,1264,31,,10,66,,,,,999,諸口,,,1264,0,,,,,,[  8月-  8月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220831,22,,0,,,999,諸口,,,2422,0,,,,,,,,512,支払手数料,,,2422,31,,10,56,,,[  8月-  8月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220831,22,,0,,,174,仮払消費税,,,2422,31,,10,66,,,,,999,諸口,,,2422,0,,,,,,[  8月-  8月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220831,23,,0,,,999,諸口,,,1800,0,,,,,,,,538,雑費,,,1800,31,,10,56,,,[  8月-  8月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220831,23,,0,,,174,仮払消費税,,,1800,31,,10,66,,,,,999,諸口,,,1800,0,,,,,,[  8月-  8月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220930,14,,0,,,999,諸口,,,440,0,,,,,,,,529,修繕費,,,440,31,,10,56,,,[  9月-  9月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220930,14,,0,,,174,仮払消費税,,,440,31,,10,66,,,,,999,諸口,,,440,0,,,,,,[  9月-  9月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220930,15,,0,,,999,諸口,,,327,0,,,,,,,,522,旅費・交通費,,,327,31,,10,56,,,[  9月-  9月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220930,15,,0,,,174,仮払消費税,,,327,31,,10,66,,,,,999,諸口,,,327,0,,,,,,[  9月-  9月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220930,16,,0,,,999,諸口,,,555,0,,,,,,,,523,通信費,,,555,31,,10,56,,,[  9月-  9月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220930,16,,0,,,174,仮払消費税,,,555,31,,10,66,,,,,999,諸口,,,555,0,,,,,,[  9月-  9月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220930,17,,0,,,999,諸口,,,24000,0,,,,,,,,512,支払手数料,,,24000,31,,10,56,,,[  9月-  9月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20220930,17,,0,,,174,仮払消費税,,,24000,31,,10,66,,,,,999,諸口,,,24000,0,,,,,,[  9月-  9月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20221031,16,,0,,,999,諸口,,,6807,0,,,,,,,,529,修繕費,,,6807,31,,10,56,,,[ 10月- 10月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20221031,16,,0,,,174,仮払消費税,,,6807,31,,10,66,,,,,999,諸口,,,6807,0,,,,,,[ 10月- 10月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20221031,17,,0,,,999,諸口,,,23422,0,,,,,,,,512,支払手数料,,,23422,31,,10,56,,,[ 10月- 10月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20221031,17,,0,,,174,仮払消費税,,,23422,31,,10,66,,,,,999,諸口,,,23422,0,,,,,,[ 10月- 10月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20221031,18,,0,,,999,諸口,,,4545,0,,,,,,,,538,雑費,,,4545,31,,10,56,,,[ 10月- 10月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,4,1,0,20221031,18,,0,,,174,仮払消費税,,,4545,31,,10,66,,,,,999,諸口,,,4545,0,,,,,,[ 10月- 10月 一括税抜],,,WS017,PC03,財務会計R4,北信産業 株式会社,20221111
0,0,3,0,0,20221031,19,,1,,,214,仮受消費税,,,189154,0,,,10,,,,,999,諸口,,,189154,0,,,,,,当期消費税精算処理,,,isobe-pc02,PC02,財務会計R4,北信産業 株式会社,20221111
0,0,3,0,0,20221031,19,,2,,,999,諸口,,,104880,0,,,,,,,,174,仮払消費税,,,104880,0,,,66,,,当期消費税精算処理,,,isobe-pc02,PC02,財務会計R4,北信産業 株式会社,20221111
0,0,3,0,0,20221031,19,,3,,,999,諸口,,,84100,0,,,,,,,,209,未払消費税等,,,84100,0,,,67,,,麹町税務署､当期確定消費税等,,,isobe-pc02,PC02,財務会計R4,北信産業 株式会社,20230415
0,0,3,0,0,20221031,19,,4,,,999,諸口,,,174,0,,,,,,,,604,雑収入,,,174,0,,,5,,,消費税端数受入金,,,isobe-pc02,PC02,財務会計R4,北信産業 株式会社,20221111
0,0,4,0,0,20221031,20,,1,,,800,法人税等充当額,,,23300,0,,,63,,,,,211,法人税等充当金,,,23300,0,,,63,,,東京都､当期確定都民税,,,isobe-pc02,PC02,財務会計R4,北信産業 株式会社,20221111
0,0,4,0,0,20221031,21,,1,,,713,役員退職金,,,16094166,0,,,62,,,,,100,現金,,,16094166,0,,,,,,北海道太郎､退職慰労金払い,,,isobe-pc02,PC02,財務会計R4,北信産業 株式会社,20230415
