url1行範囲,url1テキスト,url2行範囲,url2テキスト,差分行
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,10
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,"+Example 5, A Non-tax Invoice to correct a mistake on the preceding one"
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,"+In this case, the Non-tax Invoice (480) is used and in practice, to refer the preceding one, Preceding invoice reference (ibg-03) may be used."
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,123456
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,1998
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,10000
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,0
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,10
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,5
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,#NAME?
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,0
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
"-8527,7",https://docs.peppol.eu/poac/jp/pint-jp/bis/,"62,704,151",https://test-docs.peppol.eu/pint/pint-jp/ntr-work-v1/pint-jp-ntr/bis/,+
