GL02,GL55,GL55-11,GL60-01,GL02-01,GL02-06,GL02-03,GL04-03,GL55-01,GL55-03,GL56-01,GL57-01,GL57-02,GL60-02
68,1,借方,,,,521,接待交際費,,," 15,000 ",,,
68,1,,借方補助科目,,,,,,,,,,1
68,1,,借方補助科目名,,,,,,,,,,交際費
68,1,,借方消費税コード,,,,,,,,,,32
68,1,,借方消費税税率,,,,,,,,,,K8.0
68,1,,借方資金区分,,,,,,,,,,56
68,1,貸方,,,,100,現金,,," 15,000 ",,,
68,1,,貸方消費税コード,,,,,,,,,,0
69,,,,55,2022-07-14,,,,,,,,
69,1,,,,,,,1,東京無線､ﾀｸｼｰ代,,PC02,2023-04-15,
69,1,借方,,,,522,旅費・交通費,,," 1,220 ",,,
69,1,,借方消費税コード,,,,,,,,,,32
69,1,,借方消費税税率,,,,,,,,,,10
69,1,,借方資金区分,,,,,,,,,,56
69,1,貸方,,,,100,現金,,," 1,220 ",,,
69,1,,貸方消費税コード,,,,,,,,,,0
70,,,,56,2022-07-14,,,,,,,,
70,1,,,,,,,1,日の丸交通､ﾀｸｼｰ代,,PC02,2023-04-15,
70,1,借方,,,,522,旅費・交通費,,," 1,940 ",,,
70,1,,借方消費税コード,,,,,,,,,,32
70,1,,借方消費税税率,,,,,,,,,,10
70,1,,借方資金区分,,,,,,,,,,56
70,1,貸方,,,,100,現金,,," 1,940 ",,,
70,1,,貸方消費税コード,,,,,,,,,,0
71,,,,57,2022-07-14,,,,,,,,
71,1,,,,,,,1,総合食品ストア､北海道扱返金,,PC02,2023-04-15,
71,1,借方,,,,202,借入金,,," 7,290 ",,,
71,1,,借方補助科目,,,,,,,,,,7
71,1,,借方補助科目名,,,,,,,,,,その他の借入金
71,1,,借方消費税コード,,,,,,,,,,0
71,1,,借方資金区分,,,,,,,,,,84
71,1,貸方,,,,100,現金,,," 7,290 ",,,
71,1,,貸方消費税コード,,,,,,,,,,0
72,,,,58,2022-07-16,,,,,,,,
72,1,,,,,,,1,東京西交通､ﾀｸｼｰ代,,PC02,2023-04-15,
72,1,借方,,,,522,旅費・交通費,,, 900 ,,,
72,1,,借方消費税コード,,,,,,,,,,32
72,1,,借方消費税税率,,,,,,,,,,10
72,1,,借方資金区分,,,,,,,,,,56
72,1,貸方,,,,100,現金,,, 900 ,,,
72,1,,貸方消費税コード,,,,,,,,,,0
73,,,,59,2022-07-20,,,,,,,,
73,1,,,,,,,1,仲よし､北海道扱返金,,PC02,2023-04-15,
73,1,借方,,,,202,借入金,,," 6,800 ",,,
73,1,,借方補助科目,,,,,,,,,,7
73,1,,借方補助科目名,,,,,,,,,,その他の借入金
73,1,,借方消費税コード,,,,,,,,,,0
73,1,,借方資金区分,,,,,,,,,,84
73,1,貸方,,,,100,現金,,," 6,800 ",,,
73,1,,貸方消費税コード,,,,,,,,,,0
74,,,,60,2022-07-22,,,,,,,,
74,1,,,,,,,1,総合食品ストア､北海道扱返金,,PC02,2023-04-15,
74,1,借方,,,,202,借入金,,," 8,680 ",,,
74,1,,借方補助科目,,,,,,,,,,7
74,1,,借方補助科目名,,,,,,,,,,その他の借入金
74,1,,借方消費税コード,,,,,,,,,,0
74,1,,借方資金区分,,,,,,,,,,84
74,1,貸方,,,,100,現金,,," 8,680 ",,,
74,1,,貸方消費税コード,,,,,,,,,,0
75,,,,61,2022-07-22,,,,,,,,
75,1,,,,,,,1,千代田区役所､収入証紙,,PC02,2023-04-15,
75,1,借方,,,,526,租税公課,,," 4,200 ",,,
75,1,,借方消費税コード,,,,,,,,,,0
75,1,,借方資金区分,,,,,,,,,,59
75,1,貸方,,,,100,現金,,," 4,200 ",,,
75,1,,貸方消費税コード,,,,,,,,,,0
76,,,,62,2022-07-25,,,,,,,,
76,1,,,,,,,1,日本郵便､書留郵便,,PC02,2023-04-15,
76,1,借方,,,,523,通信費,,," 1,674 ",,,
76,1,,借方消費税コード,,,,,,,,,,32
76,1,,借方消費税税率,,,,,,,,,,10
76,1,,借方資金区分,,,,,,,,,,56
76,1,貸方,,,,100,現金,,," 1,674 ",,,
76,1,,貸方消費税コード,,,,,,,,,,0
77,,,,63,2022-07-25,,,,,,,,
77,1,,,,,,,1,東京法務局､印紙代,,PC01,2022-09-02,
77,1,借方,,,,526,租税公課,,, 600 ,,,
77,1,,借方消費税コード,,,,,,,,,,0
77,1,,借方資金区分,,,,,,,,,,59
77,1,貸方,,,,100,現金,,, 600 ,,,
77,1,,貸方消費税コード,,,,,,,,,,0
78,,,,64,2022-07-25,,,,,,,,
78,1,,,,,,,1,東京法務局､印紙代,,PC01,2022-09-02,
78,1,借方,,,,526,租税公課,,," 3,150 ",,,
78,1,,借方消費税コード,,,,,,,,,,0
78,1,,借方資金区分,,,,,,,,,,59
78,1,貸方,,,,100,現金,,," 3,150 ",,,
78,1,,貸方消費税コード,,,,,,,,,,0
79,,,,65,2022-07-31,,,,,,,,
79,1,,,,,,,1,営業車､マークＸ売却簿価振替,,PC03,2022-09-06,
79,1,借方,,,,712,固定資産譲渡費用,,, 1 ,,,
79,1,,借方消費税コード,,,,,,,,,,0
79,1,,借方資金区分,,,,,,,,,,62
79,1,貸方,,,,164,車両運搬具,,, 1 ,,,
79,1,,貸方消費税コード,,,,,,,,,,0
79,1,,貸方資金区分,,,,,,,,,,21
80,,,,66,2022-07-31,,,,,,,,
80,1,,,,,,,1,トラック､エルフ売却簿価振替,,PC03,2022-09-06,
80,1,借方,,,,712,固定資産譲渡費用,,, 1 ,,,
80,1,,借方消費税コード,,,,,,,,,,0
80,1,,借方資金区分,,,,,,,,,,62
80,1,貸方,,,,164,車両運搬具,,, 1 ,,,
80,1,,貸方消費税コード,,,,,,,,,,0
80,1,,貸方資金区分,,,,,,,,,,21
81,,,,67,2022-07-31,,,,,,,,
81,1,,,,,,,1,倉庫用ハウス廃棄,,PC03,2022-09-06,
81,1,借方,,,,711,固定資産除却損,,, 1 ,,,
81,1,,借方消費税コード,,,,,,,,,,0
81,1,,借方資金区分,,,,,,,,,,62
81,1,貸方,,,,160,建物,,, 1 ,,,
81,1,,貸方消費税コード,,,,,,,,,,0
81,1,,貸方資金区分,,,,,,,,,,21
82,,,,68,2022-07-31,,,,,,,,
82,1,,,,,,,1,北海道太郎､社有備品売却,,PC02,2023-04-15,
82,1,借方,,,,712,固定資産譲渡費用,,, 5 ,,,
82,1,,借方消費税コード,,,,,,,,,,0
82,1,,借方資金区分,,,,,,,,,,62
82,1,貸方,,,,165,備品,,, 5 ,,,
82,1,,貸方消費税コード,,,,,,,,,,0
82,1,,貸方資金区分,,,,,,,,,,21
83,,,,69,2022-07-31,,,,,,,,
83,1,,,,,,,1,北海道太郎､社有備品売却,,PC02,2023-04-15,
83,1,借方,,,,153,未収入金,,, 5 ,,,
83,1,,借方消費税コード,,,,,,,,,,0
83,1,,借方資金区分,,,,,,,,,,8
83,1,貸方,,,,701,固定資産譲渡収入,,, 5 ,,,
83,1,,貸方消費税コード,,,,,,,,,,2
83,1,,貸方消費税税率,,,,,,,,,,10
83,1,,貸方資金区分,,,,,,,,,,7
84,,,,70,2022-07-31,,,,,,,,
84,1,,,,,,,1,賃貸機材､ｽﾄﾛﾝｸﾞｹﾟｰﾄ売却､簿価振替,,PC03,2022-09-06,
84,1,借方,,,,461,仕入高,,, 1 ,,,
84,1,,借方消費税コード,,,,,,,,,,32
84,1,,借方消費税税率,,,,,,,,,,10
84,1,,借方資金区分,,,,,,,,,,41
84,1,貸方,,,,999,諸口,,, 1 ,,,
84,1,,貸方消費税コード,,,,,,,,,,0
85,,,,70,2022-07-31,,,,,,,,
85,2,,,,,,,2,賃貸機材､ｽﾄﾛﾝｸﾞｹﾟｰﾄ売却､簿価振替,,PC03,2022-09-06,
85,2,借方,,,,999,諸口,,, 1 ,,,
85,2,,借方消費税コード,,,,,,,,,,0
85,2,貸方,,,,162,賃貸用機器,,, 1 ,,,
85,2,,貸方消費税コード,,,,,,,,,,0
85,2,,貸方資金区分,,,,,,,,,,21
86,,,,71,2022-07-04,,,,,,,,
86,1,,,,,,,1,㈲いろは機工､ﾊﾟｲﾌﾟ他納品,,PC02,2023-04-15,
86,1,借方,,,,131,売掛金,,," 30,690 ",,,
86,1,,借方消費税コード,,,,,,,,,,0
86,1,,借方資金区分,,,,,,,,,,2
86,1,貸方,,,,810,売上高,,," 30,690 ",,,
86,1,,貸方消費税コード,,,,,,,,,,2
86,1,,貸方消費税税率,,,,,,,,,,10
86,1,,貸方資金区分,,,,,,,,,,1
87,,,,72,2022-07-20,,,,,,,,
87,1,,,,,,,1,神田産業㈱､在庫機材売却,,PC02,2023-04-15,
87,1,借方,,,,131,売掛金,,," 1,100,000 ",,,
87,1,,借方消費税コード,,,,,,,,,,0
87,1,,借方資金区分,,,,,,,,,,2
87,1,貸方,,,,810,売上高,,," 1,100,000 ",,,
87,1,,貸方消費税コード,,,,,,,,,,2
87,1,,貸方消費税税率,,,,,,,,,,10
87,1,,貸方資金区分,,,,,,,,,,1
88,,,,73,2022-07-04,,,,,,,,
88,1,,,,,,,1,東京商事㈱､いろは機工売却分,,PC02,2023-04-15,
88,1,借方,,,,461,仕入高,,," 22,143 ",,,
88,1,,借方消費税コード,,,,,,,,,,32
88,1,,借方消費税税率,,,,,,,,,,10
88,1,,借方資金区分,,,,,,,,,,41
88,1,貸方,,,,201,買掛金,,," 22,143 ",,,
88,1,,貸方消費税コード,,,,,,,,,,0
88,1,,貸方資金区分,,,,,,,,,,43
89,,,,74,2022-07-31,,,,,,,,
89,1,,,,,,,1,北海道太郎､固定資産売却代金相殺,,PC02,2023-04-15,
89,1,借方,,,,202,借入金,,," 100,005 ",,,
89,1,,借方補助科目,,,,,,,,,,7
89,1,,借方補助科目名,,,,,,,,,,その他の借入金
89,1,,借方消費税コード,,,,,,,,,,0
89,1,,借方資金区分,,,,,,,,,,84
89,1,貸方,,,,153,未収入金,,," 100,005 ",,,
89,1,,貸方消費税コード,,,,,,,,,,0
89,1,,貸方資金区分,,,,,,,,,,8
90,,,,75,2022-07-10,,,,,,,,
90,1,,,,,,,1,麹町税務署､源泉所得税納付､社長立替分,,PC02,2023-04-15,
90,1,借方,,,,208,預り金,,," 16,048 ",,,
90,1,,借方消費税コード,,,,,,,,,,0
90,1,,借方資金区分,,,,,,,,,,68
90,1,貸方,,,,202,借入金,,," 16,048 ",,,
90,1,,貸方補助,,,,,,,,,,7
90,1,,貸方補助科目名,,,,,,,,,,その他の借入金
90,1,,貸方消費税コード,,,,,,,,,,0
90,1,,貸方資金区分,,,,,,,,,,23
91,,,,1,2022-08-01,,,,,,,,
91,1,,,,,,,1,実用興業､ﾀｸｼｰ代,,PC01,2022-10-05,
91,1,借方,,,,522,旅費・交通費,,, 820 ,,,
91,1,,借方消費税コード,,,,,,,,,,32
91,1,,借方消費税税率,,,,,,,,,,10
91,1,,借方資金区分,,,,,,,,,,56
91,1,貸方,,,,100,現金,,, 820 ,,,
91,1,,貸方消費税コード,,,,,,,,,,0
92,,,,3,2022-08-24,,,,,,,,
92,1,,,,,,,1,実用興業､ﾀｸｼｰ代,,PC01,2022-10-05,
92,1,借方,,,,522,旅費・交通費,,, 900 ,,,
92,1,,借方消費税コード,,,,,,,,,,32
92,1,,借方消費税税率,,,,,,,,,,10
92,1,,借方資金区分,,,,,,,,,,56
92,1,貸方,,,,100,現金,,, 900 ,,,
92,1,,貸方消費税コード,,,,,,,,,,0
93,,,,4,2022-08-24,,,,,,,,
93,1,,,,,,,1,北海道太郎分返金,,PC02,2023-04-15,
93,1,借方,,,,202,借入金,,," 7,730 ",,,
93,1,,借方補助科目,,,,,,,,,,7
93,1,,借方補助科目名,,,,,,,,,,その他の借入金
93,1,,借方消費税コード,,,,,,,,,,0
93,1,,借方資金区分,,,,,,,,,,84
93,1,貸方,,,,100,現金,,," 7,730 ",,,
93,1,,貸方消費税コード,,,,,,,,,,0
94,,,,5,2022-08-26,,,,,,,,
94,1,,,,,,,1,帝都交通､ﾀｸｼｰ代,,PC02,2023-04-15,
94,1,借方,,,,522,旅費・交通費,,, 980 ,,,
94,1,,借方消費税コード,,,,,,,,,,32
94,1,,借方消費税税率,,,,,,,,,,10
94,1,,借方資金区分,,,,,,,,,,56
94,1,貸方,,,,100,現金,,, 980 ,,,
94,1,,貸方消費税コード,,,,,,,,,,0
95,,,,6,2022-08-01,,,,,,,,
95,1,,,,,,,1,NTTﾌｧｲﾅﾝｽ､携帯電話料,,PC01,2022-10-05,
95,1,借方,,,,523,通信費,,," 4,003 ",,,
95,1,,借方消費税コード,,,,,,,,,,32
95,1,,借方消費税税率,,,,,,,,,,10
95,1,,借方資金区分,,,,,,,,,,56
95,1,貸方,,,,111,三菱東京UFJ当座預金,,," 4,003 ",,,
95,1,,貸方消費税コード,,,,,,,,,,0
96,,,,7,2022-08-08,,,,,,,,
96,1,,,,,,,1,ＸＹＺ司法書士､源泉所得税納付,,PC02,2023-04-15,
96,1,借方,,,,208,預り金,,," 4,799 ",,,
96,1,,借方消費税コード,,,,,,,,,,0
96,1,,借方資金区分,,,,,,,,,,68
96,1,貸方,,,,100,現金,,," 4,799 ",,,
96,1,,貸方消費税コード,,,,,,,,,,0
97,,,,8,2022-08-09,,,,,,,,
97,1,,,,,,,1,城北信金､残高証明書,,PC02,2022-10-08,
97,1,借方,,,,512,支払手数料,,, 440 ,,,
97,1,,借方消費税コード,,,,,,,,,,32
97,1,,借方消費税税率,,,,,,,,,,10
97,1,,借方資金区分,,,,,,,,,,56
97,1,貸方,,,,110,城北信当座預金,,, 440 ,,,
97,1,,貸方消費税コード,,,,,,,,,,0
98,,,,9,2022-08-10,,,,,,,,
98,1,,,,,,,1,城北信金､ｱﾝｻｰﾎﾝ手数料,,PC01,2022-10-05,
98,1,借方,,,,512,支払手数料,,," 1,100 ",,,
98,1,,借方消費税コード,,,,,,,,,,32
98,1,,借方消費税税率,,,,,,,,,,10
98,1,,借方資金区分,,,,,,,,,,56
98,1,貸方,,,,110,城北信当座預金,,," 1,100 ",,,
98,1,,貸方消費税コード,,,,,,,,,,0
99,,,,10,2022-08-10,,,,,,,,
99,1,,,,,,,1,信金ｸﾚｼﾞｯﾄ扱ETC､有料道路代,,PC02,2022-10-08,
99,1,借方,,,,204,未払金,,," 15,350 ",,,
99,1,,借方消費税コード,,,,,,,,,,0
99,1,,借方資金区分,,,,,,,,,,67
99,1,貸方,,,,110,城北信当座預金,,," 15,350 ",,,
99,1,,貸方消費税コード,,,,,,,,,,0
100,,,,11,2022-08-10,,,,,,,,
100,1,,,,,,,1,大田コンサル､顧問料,,PC02,2023-04-15,
100,1,借方,,,,512,支払手数料,,," 24,444 ",,,
100,1,,借方消費税コード,,,,,,,,,,32
100,1,,借方消費税税率,,,,,,,,,,10
100,1,,借方資金区分,,,,,,,,,,56
100,1,貸方,,,,999,諸口,,," 24,444 ",,,
100,1,,貸方消費税コード,,,,,,,,,,0
101,,,,11,2022-08-10,,,,,,,,
101,2,,,,,,,2,大田コンサル､顧問料,,PC02,2023-04-15,
101,2,借方,,,,999,諸口,,," 22,176 ",,,
101,2,,借方消費税コード,,,,,,,,,,0
101,2,貸方,,,,110,城北信当座預金,,," 22,176 ",,,
101,2,,貸方消費税コード,,,,,,,,,,0
102,,,,11,2022-08-10,,,,,,,,
102,3,,,,,,,3,大田コンサル､源泉所得税,,PC02,2023-04-15,
102,3,借方,,,,999,諸口,,," 2,268 ",,,
102,3,,借方消費税コード,,,,,,,,,,0
102,3,貸方,,,,208,預り金,,," 2,268 ",,,
102,3,,貸方消費税コード,,,,,,,,,,0
102,3,,貸方資金区分,,,,,,,,,,4
103,,,,12,2022-08-12,,,,,,,,
103,1,,,,,,,1,城北信金､出資金解約戻り,,PC02,2022-10-08,
103,1,借方,,,,110,城北信当座預金,,," 50,000 ",,,
103,1,,借方消費税コード,,,,,,,,,,0
103,1,貸方,,,,181,出資金,,," 50,000 ",,,
103,1,,貸方消費税コード,,,,,,,,,,0
103,1,,貸方資金区分,,,,,,,,,,22
104,,,,14,2022-08-19,,,,,,,,
104,1,,,,,,,1,麹町税務署､前期確定消費税納付,,PC02,2023-04-15,
104,1,借方,,,,209,未払消費税等,,," 609,600 ",,,
104,1,,借方消費税コード,,,,,,,,,,0
104,1,,借方資金区分,,,,,,,,,,67
104,1,貸方,,,,110,城北信当座預金,,," 609,600 ",,,
104,1,,貸方消費税コード,,,,,,,,,,0
105,,,,14,2022-08-19,,,,,,,,
105,2,,,,,,,2,東京都､前期確定都民税納付,,PC02,2022-10-08,
105,2,借方,,,,211,法人税等充当金,,," 35,000 ",,,
105,2,,借方消費税コード,,,,,,,,,,0
105,2,,借方資金区分,,,,,,,,,,63
105,2,貸方,,,,110,城北信当座預金,,," 35,000 ",,,
105,2,,貸方消費税コード,,,,,,,,,,0
106,,,,14,2022-08-25,,,,,,,,
106,1,,,,,,,1,㈱縄文式､売掛回収,,PC02,2023-04-15,
106,1,借方,,,,111,三菱東京UFJ当座預金,,," 469,150 ",,,
106,1,,借方消費税コード,,,,,,,,,,0
106,1,貸方,,,,999,諸口,,," 469,150 ",,,
106,1,,貸方消費税コード,,,,,,,,,,0
107,,,,14,2022-08-25,,,,,,,,
107,2,,,,,,,2,㈱縄文式､振込料,,PC02,2023-04-15,
107,2,借方,,,,512,支払手数料,,, 660 ,,,
107,2,,借方消費税コード,,,,,,,,,,32
107,2,,借方消費税税率,,,,,,,,,,10
107,2,,借方資金区分,,,,,,,,,,56
107,2,貸方,,,,999,諸口,,, 660 ,,,
107,2,,貸方消費税コード,,,,,,,,,,0
108,,,,14,2022-08-25,,,,,,,,
108,3,,,,,,,3,㈱縄文式､振込入金,,PC02,2023-04-15,
108,3,借方,,,,999,諸口,,," 469,810 ",,,
108,3,,借方消費税コード,,,,,,,,,,0
108,3,貸方,,,,131,売掛金,,," 469,810 ",,,
108,3,,貸方消費税コード,,,,,,,,,,0
108,3,,貸方資金区分,,,,,,,,,,2
109,,,,15,2022-08-25,,,,,,,,
109,1,,,,,,,1,NTTﾌｧｲﾅﾝｽ､電話料金,,PC01,2022-10-05,
109,1,借方,,,,523,通信費,,," 5,896 ",,,
109,1,,借方消費税コード,,,,,,,,,,32
109,1,,借方消費税税率,,,,,,,,,,10
109,1,,借方資金区分,,,,,,,,,,56
109,1,貸方,,,,110,城北信当座預金,,," 5,896 ",,,
109,1,,貸方消費税コード,,,,,,,,,,0
110,,,,16,2022-08-25,,,,,,,,
110,1,,,,,,,1,NTTﾌｧｲﾅﾝｽ､携帯電話料,,PC01,2022-10-05,
110,1,借方,,,,523,通信費,,," 4,003 ",,,
110,1,,借方消費税コード,,,,,,,,,,32
110,1,,借方消費税税率,,,,,,,,,,10
110,1,,借方資金区分,,,,,,,,,,56
110,1,貸方,,,,111,三菱東京UFJ当座預金,,," 4,003 ",,,
110,1,,貸方消費税コード,,,,,,,,,,0
111,,,,17,2022-08-31,,,,,,,,
111,1,,,,,,,1,㈱大塚商会､保守料,,PC02,2022-10-08,
111,1,借方,,,,529,修繕費,,," 4,840 ",,,
111,1,,借方消費税コード,,,,,,,,,,32
111,1,,借方消費税税率,,,,,,,,,,10
111,1,,借方資金区分,,,,,,,,,,56
111,1,貸方,,,,111,三菱東京UFJ当座預金,,," 4,840 ",,,
111,1,,貸方消費税コード,,,,,,,,,,0
112,,,,18,2022-08-31,,,,,,,,
112,1,,,,,,,1,ＰＹＫカーゴ､ﾊﾟｿｺﾝ他処分,,PC01,2022-10-05,
112,1,借方,,,,538,雑費,,," 19,800 ",,,
112,1,,借方消費税コード,,,,,,,,,,32
112,1,,借方消費税税率,,,,,,,,,,10
112,1,,借方資金区分,,,,,,,,,,56
112,1,貸方,,,,110,城北信当座預金,,," 19,800 ",,,
112,1,,貸方消費税コード,,,,,,,,,,0
113,,,,1,2022-09-05,,,,,,,,
113,1,,,,,,,1,鈴木一郎､退職金,,PC02,2023-04-15,
113,1,借方,,,,204,未払金,,," 2,000,000 ",,,
113,1,,借方消費税コード,,,,,,,,,,0
113,1,,借方資金区分,,,,,,,,,,67
113,1,貸方,,,,110,城北信当座預金,,," 2,000,000 ",,,
113,1,,貸方消費税コード,,,,,,,,,,0
114,,,,2,2022-09-05,,,,,,,,
114,1,,,,,,,1,山田花子､退職金,,PC02,2023-04-15,
114,1,借方,,,,204,未払金,,," 2,000,000 ",,,
114,1,,借方消費税コード,,,,,,,,,,0
114,1,,借方資金区分,,,,,,,,,,67
114,1,貸方,,,,110,城北信当座預金,,," 2,000,000 ",,,
114,1,,貸方消費税コード,,,,,,,,,,0
115,,,,3,2022-09-05,,,,,,,,
115,1,,,,,,,1,麹町税務署､源泉所得税納付,,PC02,2023-04-15,
115,1,借方,,,,208,預り金,,," 2,268 ",,,
115,1,,借方消費税コード,,,,,,,,,,0
115,1,,借方資金区分,,,,,,,,,,68
115,1,貸方,,,,100,現金,,," 2,268 ",,,
115,1,,貸方消費税コード,,,,,,,,,,0
116,,,,4,2022-09-12,,,,,,,,
116,1,,,,,,,1,大田コンサル､顧問料･決算料,,PC02,2023-04-15,
116,1,借方,,,,512,支払手数料,,," 264,000 ",,,
116,1,,借方消費税コード,,,,,,,,,,32
116,1,,借方消費税税率,,,,,,,,,,10
116,1,,借方資金区分,,,,,,,,,,56
116,1,貸方,,,,999,諸口,,," 264,000 ",,,
116,1,,貸方消費税コード,,,,,,,,,,0
117,,,,4,2022-09-12,,,,,,,,
117,2,,,,,,,2,大田コンサル､顧問料･決算料,,PC02,2023-04-15,
117,2,借方,,,,999,諸口,,," 239,496 ",,,
117,2,,借方消費税コード,,,,,,,,,,0
117,2,貸方,,,,110,城北信当座預金,,," 239,496 ",,,
117,2,,貸方消費税コード,,,,,,,,,,0
118,,,,4,2022-09-12,,,,,,,,
118,3,,,,,,,3,大田コンサル､源泉所得税,,PC02,2023-04-15,
118,3,借方,,,,999,諸口,,," 24,504 ",,,
118,3,,借方消費税コード,,,,,,,,,,0
118,3,貸方,,,,208,預り金,,," 24,504 ",,,
118,3,,貸方消費税コード,,,,,,,,,,0
118,3,,貸方資金区分,,,,,,,,,,4
119,,,,5,2022-09-15,,,,,,,,
119,1,,,,,,,1,麹町税務署､所得税還付金,,PC02,2023-04-15,
119,1,借方,,,,110,城北信当座預金,,, 224 ,,,
119,1,,借方消費税コード,,,,,,,,,,0
119,1,貸方,,,,604,雑収入,,, 224 ,,,
119,1,,貸方消費税コード,,,,,,,,,,0
119,1,,貸方資金区分,,,,,,,,,,5
120,,,,6,2022-09-22,,,,,,,,
120,1,,,,,,,1,NTTﾌｧｲﾅﾝｽ､電話料金,,PC01,2022-10-26,
120,1,借方,,,,523,通信費,,," 6,102 ",,,
120,1,,借方消費税コード,,,,,,,,,,32
120,1,,借方消費税税率,,,,,,,,,,10
120,1,,借方資金区分,,,,,,,,,,56
120,1,貸方,,,,100,現金,,," 6,102 ",,,
120,1,,貸方消費税コード,,,,,,,,,,0
121,,,,7,2022-09-22,,,,,,,,
121,1,,,,,,,1,麹町税務署､源泉所得税納付,,PC02,2023-04-15,
121,1,借方,,,,208,預り金,,," 24,504 ",,,
121,1,,借方消費税コード,,,,,,,,,,0
121,1,,借方資金区分,,,,,,,,,,68
121,1,貸方,,,,100,現金,,," 24,504 ",,,
121,1,,貸方消費税コード,,,,,,,,,,0
122,,,,8,2022-09-30,,,,,,,,
122,1,,,,,,,1,㈱大塚商会､保守料,,PC03,2022-11-01,
122,1,借方,,,,529,修繕費,,," 4,840 ",,,
122,1,,借方消費税コード,,,,,,,,,,32
122,1,,借方消費税税率,,,,,,,,,,10
122,1,,借方資金区分,,,,,,,,,,56
122,1,貸方,,,,111,三菱東京UFJ当座預金,,," 4,840 ",,,
122,1,,貸方消費税コード,,,,,,,,,,0
123,,,,9,2022-09-01,,,,,,,,
123,1,,,,,,,1,8/29実用興業､ﾀｸｼｰ代,,PC01,2022-10-26,
123,1,借方,,,,522,旅費・交通費,,, 900 ,,,
123,1,,借方消費税コード,,,,,,,,,,32
123,1,,借方消費税税率,,,,,,,,,,10
123,1,,借方資金区分,,,,,,,,,,56
123,1,貸方,,,,100,現金,,, 900 ,,,
123,1,,貸方消費税コード,,,,,,,,,,0
124,,,,10,2022-09-09,,,,,,,,
124,1,,,,,,,1,8/29実用興業､ﾀｸｼｰ代,,PC01,2022-10-26,
124,1,借方,,,,522,旅費・交通費,,, 900 ,,,
124,1,,借方消費税コード,,,,,,,,,,32
124,1,,借方消費税税率,,,,,,,,,,10
124,1,,借方資金区分,,,,,,,,,,56
124,1,貸方,,,,100,現金,,, 900 ,,,
124,1,,貸方消費税コード,,,,,,,,,,0
125,,,,11,2022-09-09,,,,,,,,
125,1,,,,,,,1,日本交通､ﾀｸｼｰ代,,PC02,2023-04-15,
125,1,借方,,,,522,旅費・交通費,,, 900 ,,,
125,1,,借方消費税コード,,,,,,,,,,32
125,1,,借方消費税税率,,,,,,,,,,10
125,1,,借方資金区分,,,,,,,,,,56
125,1,貸方,,,,100,現金,,, 900 ,,,
125,1,,貸方消費税コード,,,,,,,,,,0
126,,,,12,2022-09-21,,,,,,,,
126,1,,,,,,,1,東京興業､ﾀｸｼｰ代,,PC02,2023-04-15,
126,1,借方,,,,522,旅費・交通費,,, 900 ,,,
126,1,,借方消費税コード,,,,,,,,,,32
126,1,,借方消費税税率,,,,,,,,,,10
126,1,,借方資金区分,,,,,,,,,,56
126,1,貸方,,,,100,現金,,, 900 ,,,
126,1,,貸方消費税コード,,,,,,,,,,0
127,,,,1,2022-10-04,,,,,,,,
127,1,,,,,,,1,城北信金､振込料,,PC01,2022-11-04,
127,1,借方,,,,512,支払手数料,,, 880 ,,,
127,1,,借方消費税コード,,,,,,,,,,32
127,1,,借方消費税税率,,,,,,,,,,10
127,1,,借方資金区分,,,,,,,,,,56
127,1,貸方,,,,100,現金,,, 880 ,,,
127,1,,貸方消費税コード,,,,,,,,,,0
128,,,,2,2022-10-19,,,,,,,,
128,1,,,,,,,1,城北信金､振込料,,PC01,2022-11-04,
128,1,借方,,,,512,支払手数料,,, 880 ,,,
128,1,,借方消費税コード,,,,,,,,,,32
128,1,,借方消費税税率,,,,,,,,,,10
128,1,,借方資金区分,,,,,,,,,,56
128,1,貸方,,,,100,現金,,, 880 ,,,
128,1,,貸方消費税コード,,,,,,,,,,0
129,,,,3,2022-10-04,,,,,,,,
129,1,,,,,,,1,日本メディアシステム㈱､ＮＴＴ電話機でんえもん工事代,,PC01,2022-11-04,
129,1,借方,,,,529,修繕費,,," 74,877 ",,,
129,1,,借方消費税コード,,,,,,,,,,32
129,1,,借方消費税税率,,,,,,,,,,10
129,1,,借方資金区分,,,,,,,,,,56
129,1,貸方,,,,110,城北信当座預金,,," 74,877 ",,,
129,1,,貸方消費税コード,,,,,,,,,,0
130,,,,4,2022-10-12,,,,,,,,
130,1,,,,,,,1,大田コンサル､会社清算事務分,,PC02,2023-04-15,
130,1,借方,,,,512,支払手数料,,," 198,000 ",,,
130,1,,借方消費税コード,,,,,,,,,,32
130,1,,借方消費税税率,,,,,,,,,,10
130,1,,借方資金区分,,,,,,,,,,56
130,1,貸方,,,,999,諸口,,," 198,000 ",,,
130,1,,貸方消費税コード,,,,,,,,,,0
131,,,,4,2022-10-12,,,,,,,,
131,2,,,,,,,2,大田コンサル､会社清算事務分,,PC02,2023-04-15,
131,2,借方,,,,999,諸口,,," 179,622 ",,,
131,2,,借方消費税コード,,,,,,,,,,0
131,2,貸方,,,,110,城北信当座預金,,," 179,622 ",,,
131,2,,貸方消費税コード,,,,,,,,,,0
132,,,,4,2022-10-12,,,,,,,,
132,3,,,,,,,3,大田コンサル､源泉所得税,,PC02,2023-04-15,
132,3,借方,,,,999,諸口,,," 18,378 ",,,
132,3,,借方消費税コード,,,,,,,,,,0
