GL02,GL02-GL55,GL55-GL60,GL55-GL61,GL02-01,GL64-01,GL64-02,GL64-03,GL64-04,GL57-01,GL57-02,GL55-03,GL55-04,GL55-05,GL63-01,GL63-02,GL63-03,GL56-01,GL56-02,GL69-02,GL60-01,GL60-02,GL60-03,GL61-01,GL61-02,GL61-03
0001-20090423-28-142-1-745,2,,,,,,,,,,account,タクシー代,credit,322,未払金,AccountsPayableOther,2420,ISO4217:JPY,2009-04-23,部門,000,共通部門,,,
0001-20090423-32-143-1-747,,,,143-747,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090423-32-143-1-747,0,,,,,,,,,,account,事務用品費,debit,754,事務用消耗品費,StationeryExpense,1762,ISO4217:JPY,2009-04-23,部門,010,札幌,,,
0001-20090423-32-143-1-747,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,88,ISO4217:JPY,2009-04-23,部門,010,札幌,,,
0001-20090423-32-143-1-747,2,,,,,,,,,,account,事務用品費,credit,322,未払金,AccountsPayableOther,1850,ISO4217:JPY,2009-04-23,部門,000,共通部門,,,
0001-20090423-54-144-1-749,,,,144-749,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090423-54-144-1-749,0,,,,,,,,,,account,高速代,debit,740,車両費,VehiclesExpense,1810,ISO4217:JPY,2009-04-23,部門,020,東京,,,
0001-20090423-54-144-1-749,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,90,ISO4217:JPY,2009-04-23,部門,020,東京,,,
0001-20090423-54-144-1-749,2,,,,,,,,,,account,高速代,credit,111,現金,CashHand,2750,ISO4217:JPY,2009-04-23,部門,000,共通部門,,,
0001-20090423-54-144-1-749,3,,,,,,,,,,account,駐車代,debit,740,車両費,VehiclesExpense,810,ISO4217:JPY,2009-04-23,部門,020,東京,,,
0001-20090423-54-144-1-749,4,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,40,ISO4217:JPY,2009-04-23,部門,020,東京,,,
0001-20090423-86-145-1-751,,,,145-751,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090423-86-145-1-751,0,,,,,,,,,,account,切手代,debit,727,通信費,CommunicationCost,66667,ISO4217:JPY,2009-04-23,部門,030,名古屋,,,
0001-20090423-86-145-1-751,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,3333,ISO4217:JPY,2009-04-23,部門,030,名古屋,,,
0001-20090423-86-145-1-751,2,,,,,,,,,,account,切手代,credit,111,現金,CashHand,70000,ISO4217:JPY,2009-04-23,部門,000,共通部門,,,
0001-20090424-108-150-1-761,,,,150-761,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090424-108-150-1-761,0,,,,,,,,,,account,コーヒー代,debit,733,交際接待費,EntertainmentExpense,1296,ISO4217:JPY,2009-04-24,部門,040,大阪,,,
0001-20090424-108-150-1-761,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,64,ISO4217:JPY,2009-04-24,部門,040,大阪,,,
0001-20090424-108-150-1-761,2,,,,,,,,,,account,コーヒー代,credit,111,現金,CashHand,1360,ISO4217:JPY,2009-04-24,部門,000,共通部門,,,
0001-20090424-159-151-1-763,,,,151-763,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090424-159-151-1-763,0,,,,,,,,,,account,タクシー代,debit,726,旅費交通費,TravelingExpense,6143,ISO4217:JPY,2009-04-24,部門,050,九州,,,
0001-20090424-159-151-1-763,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,307,ISO4217:JPY,2009-04-24,部門,050,九州,,,
0001-20090424-159-151-1-763,2,,,,,,,,,,account,タクシー代,credit,111,現金,CashHand,6450,ISO4217:JPY,2009-04-24,部門,000,共通部門,,,
0001-20090424-8-149-1-759,,,,149-759,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090424-8-149-1-759,0,,,,,,,,,,account,親睦会会費,debit,733,交際接待費,EntertainmentExpense,28572,ISO4217:JPY,2009-04-24,部門,010,札幌,,,
0001-20090424-8-149-1-759,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1428,ISO4217:JPY,2009-04-24,部門,010,札幌,,,
0001-20090424-8-149-1-759,2,,,,,,,,,,account,親睦会会費,credit,111,現金,CashHand,33160,ISO4217:JPY,2009-04-24,部門,000,共通部門,,,
0001-20090424-8-149-1-759,3,,,,,,,,,,account,差し入れ,debit,733,交際接待費,EntertainmentExpense,3010,ISO4217:JPY,2009-04-24,部門,010,札幌,,,
0001-20090424-8-149-1-759,4,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,150,ISO4217:JPY,2009-04-24,部門,010,札幌,,,
0001-20090425-111-156-1-773,,,,156-773,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090425-111-156-1-773,0,,,,,,,,,,account,タクシー代,debit,726,旅費交通費,TravelingExpense,11810,ISO4217:JPY,2009-04-25,部門,040,大阪,,,
0001-20090425-111-156-1-773,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,590,ISO4217:JPY,2009-04-25,部門,040,大阪,,,
0001-20090425-111-156-1-773,2,,,,,,,,,,account,タクシー代,credit,322,未払金,AccountsPayableOther,12400,ISO4217:JPY,2009-04-25,部門,000,共通部門,,,
0001-20090425-113-157-1-775,,,,157-775,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090425-113-157-1-775,0,,,,,,,,,,account,携帯代,debit,727,通信費,CommunicationCost,55745,ISO4217:JPY,2009-04-25,部門,040,大阪,,,
0001-20090425-113-157-1-775,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,2787,ISO4217:JPY,2009-04-25,部門,040,大阪,,,
0001-20090425-113-157-1-775,2,,,,,,,,,,account,携帯代,credit,131,普通預金,OrdinaryDeposit,58532,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-113-157-1-775,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-113-157-1-775,2,1,,,,,,,,,,,,,,,,,,補助科目,40,三菱東京　梅田,,,
0001-20090425-114-158-1-777,,,,158-777,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090425-114-158-1-777,0,,,,,,,,,,account,新聞代,debit,739,新聞図書費,PapersSubscriptionLibraryCost,2540,ISO4217:JPY,2009-04-25,部門,040,大阪,,,
0001-20090425-114-158-1-777,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,126,ISO4217:JPY,2009-04-25,部門,040,大阪,,,
0001-20090425-114-158-1-777,2,,,,,,,,,,account,新聞代,credit,111,現金,CashHand,5673,ISO4217:JPY,2009-04-25,部門,000,共通部門,,,
0001-20090425-114-158-1-777,3,,,,,,,,,,account,新聞代,debit,739,新聞図書費,PapersSubscriptionLibraryCost,2864,ISO4217:JPY,2009-04-25,部門,040,大阪,,,
0001-20090425-114-158-1-777,4,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,143,ISO4217:JPY,2009-04-25,部門,040,大阪,,,
0001-20090425-121-159-1-779,,,,159-779,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090425-121-159-1-779,0,,,,,,,,,,account,お茶代,debit,724,福利厚生費,WelfareExpense,9524,ISO4217:JPY,2009-04-25,部門,040,大阪,,,
0001-20090425-121-159-1-779,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,476,ISO4217:JPY,2009-04-25,部門,040,大阪,,,
0001-20090425-121-159-1-779,2,,,,,,,,,,account,お茶代,credit,111,現金,CashHand,10000,ISO4217:JPY,2009-04-25,部門,000,共通部門,,,
0001-20090425-131-160-1-781,,,,160-781,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090425-131-160-1-781,0,,,,,,,,,,account,会費,debit,742,諸会費,MembershipExpense,24000,ISO4217:JPY,2009-04-25,部門,040,大阪,,,
0001-20090425-131-160-1-781,1,,,,,,,,,,account,会費,credit,131,普通預金,OrdinaryDeposit,24000,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-131-160-1-781,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-131-160-1-781,1,1,,,,,,,,,,,,,,,,,,補助科目,40,三菱東京　梅田,,,
0001-20090425-146-161-1-783,,,,161-783,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090425-146-161-1-783,0,,,,,,,,,,account,業務委託費,debit,728,業務委託費,SalesPromotionExpense,140000,ISO4217:JPY,2009-04-25,部門,050,九州,,,
0001-20090425-146-161-1-783,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,7000,ISO4217:JPY,2009-04-25,部門,050,九州,,,
0001-20090425-146-161-1-783,2,,,,,,,,,,account,業務委託費,credit,322,未払金,AccountsPayableOther,147000,ISO4217:JPY,2009-04-25,部門,000,共通部門,,,
0001-20090425-170-162-1-785,,,,162-785,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090425-170-162-1-785,0,,,,,,,,,,account,新聞代,debit,739,新聞図書費,PapersSubscriptionLibraryCost,2864,ISO4217:JPY,2009-04-25,部門,050,九州,,,
0001-20090425-170-162-1-785,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,143,ISO4217:JPY,2009-04-25,部門,050,九州,,,
0001-20090425-170-162-1-785,2,,,,,,,,,,account,新聞代,credit,111,現金,CashHand,3007,ISO4217:JPY,2009-04-25,部門,000,共通部門,,,
0001-20090425-171-163-1-787,,,,163-787,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090425-171-163-1-787,0,,,,,,,,,,account,携帯代,debit,727,通信費,CommunicationCost,40099,ISO4217:JPY,2009-04-25,部門,050,九州,,,
0001-20090425-171-163-1-787,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,2004,ISO4217:JPY,2009-04-25,部門,050,九州,,,
0001-20090425-171-163-1-787,2,,,,,,,,,,account,携帯代,credit,131,普通預金,OrdinaryDeposit,42103,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-171-163-1-787,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-171-163-1-787,2,1,,,,,,,,,,,,,,,,,,補助科目,50,福岡　北九州,,,
0001-20090425-172-164-1-789,,,,164-789,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090425-172-164-1-789,0,,,,,,,,,,account,業務委託費支払い,debit,728,業務委託費,SalesPromotionExpense,134286,ISO4217:JPY,2009-04-25,部門,010,札幌,,,
0001-20090425-172-164-1-789,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,6714,ISO4217:JPY,2009-04-25,部門,010,札幌,,,
0001-20090425-172-164-1-789,2,,,,,,,,,,account,業務委託費支払い,credit,322,未払金,AccountsPayableOther,141000,ISO4217:JPY,2009-04-25,部門,000,共通部門,,,
0001-20090425-238-165-1-791,,,,165-791,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090425-238-165-1-791,0,,,,,,,,,,account,ゴルフプレー代,debit,733,交際接待費,EntertainmentExpense,13524,ISO4217:JPY,2009-04-25,部門,020,東京,,,
0001-20090425-238-165-1-791,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,676,ISO4217:JPY,2009-04-25,部門,020,東京,,,
0001-20090425-238-165-1-791,2,,,,,,,,,,account,ゴルフプレー代,credit,111,現金,CashHand,14200,ISO4217:JPY,2009-04-25,部門,000,共通部門,,,
0001-20090425-253-166-1-793,,,,166-793,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090425-253-166-1-793,0,,,,,,,,,,account,4月給与その他 0001 役員,debit,711,役員報酬,DirectorsRemuneration,1720000,ISO4217:JPY,2009-04-25,部門,020,東京,,,
0001-20090425-253-166-1-793,1,,,,,,,,,,account,4月給与その他 0001 役員,credit,131,普通預金,OrdinaryDeposit,1131093,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,1,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090425-253-166-1-793,10,,,,,,,,,,account,4月給与その他 0020 営業部,credit,326,預り金,DepositsReceivedOther,117200,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,10,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,10,1,,,,,,,,,,,,,,,,,,補助科目,002,住民税,,,
0001-20090425-253-166-1-793,11,,,,,,,,,,account,4月給与その他 0020 営業部,credit,326,預り金,DepositsReceivedOther,39800,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,11,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,11,1,,,,,,,,,,,,,,,,,,補助科目,003,源泉税,,,
0001-20090425-253-166-1-793,12,,,,,,,,,,account,4月給与その他 0020 営業部,credit,326,預り金,DepositsReceivedOther,43305,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,12,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,12,1,,,,,,,,,,,,,,,,,,補助科目,004,貯蓄・保険,,,
0001-20090425-253-166-1-793,13,,,,,,,,,,account,4月給与その他 0020 営業部,credit,326,預り金,DepositsReceivedOther,68682,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,13,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,13,1,,,,,,,,,,,,,,,,,,補助科目,009,その他,,,
0001-20090425-253-166-1-793,14,,,,,,,,,,account,4月給与その他 1000 札幌営業所,debit,712,給与手当,Payroll,865688,ISO4217:JPY,2009-04-25,部門,010,札幌,,,
0001-20090425-253-166-1-793,15,,,,,,,,,,account,4月給与その他 1000 札幌営業所,credit,131,普通預金,OrdinaryDeposit,625853,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,15,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,15,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090425-253-166-1-793,16,,,,,,,,,,account,4月給与その他 1000 札幌営業所,credit,326,預り金,DepositsReceivedOther,100704,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,16,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,16,1,,,,,,,,,,,,,,,,,,補助科目,001,保険料,,,
0001-20090425-253-166-1-793,17,,,,,,,,,,account,4月給与その他 1000 札幌営業所,credit,326,預り金,DepositsReceivedOther,46300,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,17,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,17,1,,,,,,,,,,,,,,,,,,補助科目,002,住民税,,,
0001-20090425-253-166-1-793,18,,,,,,,,,,account,4月給与その他 1000 札幌営業所,credit,326,預り金,DepositsReceivedOther,13990,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,18,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,18,1,,,,,,,,,,,,,,,,,,補助科目,003,源泉税,,,
0001-20090425-253-166-1-793,19,,,,,,,,,,account,4月給与その他 1000 札幌営業所,credit,326,預り金,DepositsReceivedOther,50648,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,19,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,19,1,,,,,,,,,,,,,,,,,,補助科目,004,貯蓄・保険,,,
0001-20090425-253-166-1-793,2,,,,,,,,,,account,4月給与その他 0001 役員,credit,326,預り金,DepositsReceivedOther,111192,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,2,1,,,,,,,,,,,,,,,,,,補助科目,001,保険料,,,
0001-20090425-253-166-1-793,20,,,,,,,,,,account,4月給与その他 1000 札幌営業所,credit,326,預り金,DepositsReceivedOther,28193,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,20,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,20,1,,,,,,,,,,,,,,,,,,補助科目,009,その他,,,
0001-20090425-253-166-1-793,21,,,,,,,,,,account,4月給与その他 3000 名古屋営業所,credit,131,普通預金,OrdinaryDeposit,538572,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,21,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,21,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090425-253-166-1-793,22,,,,,,,,,,account,4月給与その他 3000 名古屋営業所,debit,712,給与手当,Payroll,763200,ISO4217:JPY,2009-04-25,部門,030,名古屋,,,
0001-20090425-253-166-1-793,23,,,,,,,,,,account,4月給与その他 3000 名古屋営業所,credit,326,預り金,DepositsReceivedOther,92651,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,23,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,23,1,,,,,,,,,,,,,,,,,,補助科目,001,保険料,,,
0001-20090425-253-166-1-793,24,,,,,,,,,,account,4月給与その他 3000 名古屋営業所,credit,326,預り金,DepositsReceivedOther,42600,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,24,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,24,1,,,,,,,,,,,,,,,,,,補助科目,002,住民税,,,
0001-20090425-253-166-1-793,25,,,,,,,,,,account,4月給与その他 3000 名古屋営業所,credit,326,預り金,DepositsReceivedOther,7540,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,25,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,25,1,,,,,,,,,,,,,,,,,,補助科目,003,源泉税,,,
0001-20090425-253-166-1-793,26,,,,,,,,,,account,4月給与その他 3000 名古屋営業所,credit,326,預り金,DepositsReceivedOther,40759,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,26,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,26,1,,,,,,,,,,,,,,,,,,補助科目,004,貯蓄・保険,,,
0001-20090425-253-166-1-793,27,,,,,,,,,,account,4月給与その他 3000 名古屋営業所,credit,326,預り金,DepositsReceivedOther,41078,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,27,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,27,1,,,,,,,,,,,,,,,,,,補助科目,009,その他,,,
0001-20090425-253-166-1-793,28,,,,,,,,,,account,4月給与その他 4000 大阪支店,debit,712,給与手当,Payroll,1322268,ISO4217:JPY,2009-04-25,部門,040,大阪,,,
0001-20090425-253-166-1-793,29,,,,,,,,,,account,4月給与その他 4000 大阪支店,credit,131,普通預金,OrdinaryDeposit,1034075,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,29,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,29,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090425-253-166-1-793,3,,,,,,,,,,account,4月給与その他 0001 役員,credit,326,預り金,DepositsReceivedOther,171200,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,3,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,3,1,,,,,,,,,,,,,,,,,,補助科目,002,住民税,,,
0001-20090425-253-166-1-793,30,,,,,,,,,,account,4月給与その他 4000 大阪支店,credit,326,預り金,DepositsReceivedOther,147384,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,30,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,30,1,,,,,,,,,,,,,,,,,,補助科目,001,保険料,,,
0001-20090425-253-166-1-793,31,,,,,,,,,,account,4月給与その他 4000 大阪支店,credit,326,預り金,DepositsReceivedOther,66200,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,31,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,31,1,,,,,,,,,,,,,,,,,,補助科目,002,住民税,,,
0001-20090425-253-166-1-793,32,,,,,,,,,,account,4月給与その他 4000 大阪支店,credit,326,預り金,DepositsReceivedOther,24960,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,32,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,32,1,,,,,,,,,,,,,,,,,,補助科目,003,源泉税,,,
0001-20090425-253-166-1-793,33,,,,,,,,,,account,4月給与その他 4000 大阪支店,credit,326,預り金,DepositsReceivedOther,27117,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,33,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,33,1,,,,,,,,,,,,,,,,,,補助科目,004,貯蓄・保険,,,
0001-20090425-253-166-1-793,34,,,,,,,,,,account,4月給与その他 4000 大阪支店,credit,326,預り金,DepositsReceivedOther,22532,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,34,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,34,1,,,,,,,,,,,,,,,,,,補助科目,009,その他,,,
0001-20090425-253-166-1-793,35,,,,,,,,,,account,4月給与その他 5000 九州営業所,debit,712,給与手当,Payroll,603951,ISO4217:JPY,2009-04-25,部門,050,九州,,,
0001-20090425-253-166-1-793,36,,,,,,,,,,account,4月給与その他 5000 九州営業所,credit,131,普通預金,OrdinaryDeposit,455817,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,36,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,36,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090425-253-166-1-793,37,,,,,,,,,,account,4月給与その他 5000 九州営業所,credit,326,預り金,DepositsReceivedOther,66241,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,37,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,37,1,,,,,,,,,,,,,,,,,,補助科目,001,保険料,,,
0001-20090425-253-166-1-793,38,,,,,,,,,,account,4月給与その他 5000 九州営業所,credit,326,預り金,DepositsReceivedOther,31700,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,38,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,38,1,,,,,,,,,,,,,,,,,,補助科目,002,住民税,,,
0001-20090425-253-166-1-793,39,,,,,,,,,,account,4月給与その他 5000 九州営業所,credit,326,預り金,DepositsReceivedOther,8630,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,39,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,39,1,,,,,,,,,,,,,,,,,,補助科目,003,源泉税,,,
0001-20090425-253-166-1-793,4,,,,,,,,,,account,4月給与その他 0001 役員,credit,326,預り金,DepositsReceivedOther,166823,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,4,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,4,1,,,,,,,,,,,,,,,,,,補助科目,003,源泉税,,,
0001-20090425-253-166-1-793,40,,,,,,,,,,account,4月給与その他 5000 九州営業所,credit,326,預り金,DepositsReceivedOther,18540,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,40,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,40,1,,,,,,,,,,,,,,,,,,補助科目,004,貯蓄・保険,,,
0001-20090425-253-166-1-793,41,,,,,,,,,,account,4月給与その他 5000 九州営業所,credit,326,預り金,DepositsReceivedOther,23023,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,41,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,41,1,,,,,,,,,,,,,,,,,,補助科目,009,その他,,,
0001-20090425-253-166-1-793,5,,,,,,,,,,account,4月給与その他 0001 役員,credit,326,預り金,DepositsReceivedOther,133972,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,5,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,5,1,,,,,,,,,,,,,,,,,,補助科目,004,貯蓄・保険,,,
0001-20090425-253-166-1-793,6,,,,,,,,,,account,4月給与その他 0001 役員,credit,326,預り金,DepositsReceivedOther,5720,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,6,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,6,1,,,,,,,,,,,,,,,,,,補助科目,009,その他,,,
0001-20090425-253-166-1-793,7,,,,,,,,,,account,4月給与その他 0020 営業部,debit,712,給与手当,Payroll,2147245,ISO4217:JPY,2009-04-25,部門,020,東京,,,
0001-20090425-253-166-1-793,8,,,,,,,,,,account,4月給与その他 0020 営業部,credit,131,普通預金,OrdinaryDeposit,1641623,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,8,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,8,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
