semSort,id,card,level,businessTerm,desc,dataType,businessTerm_ja,desc_ja,synSort,element,synDatatype,xPath,occur
1900,ibt-064,0..1,3,Tax representative address line 1,The main address line in an address.,Text,税務代理人住所欄1,税務代理人の住所の主な記載欄。,2310,cbc:StreetName,udt:NameType,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:StreetName,0..1
1910,ibt-065,0..1,3,Tax representative address line 2,An additional address line in an address that can be used to give further details supplementing the main line.,Text,税務代理人住所欄2,税務代理人の住所の主な記載内容に加えて詳細な情報のために使用する追加記載欄。,2320,cbc:AdditionalStreetName,udt:NameType,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:AdditionalStreetName,0..1
1920,ibt-164,0..1,3,Tax representative address line 3,An additional address line in an address that can be used to give further details supplementing the main line.,Text,税務代理人住所欄3,税務代理人の住所の上記の記載内容に加えてより詳細な情報のために使用する追加記載欄。,2370,cbc:Line,udt:TextType,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cac:AddressLine/cbc:Line,1..1
1930,ibt-066,0..1,3,Tax representative city,"The common name of the city	 town or village	 where the tax representative address is located.",Text,税務代理人住所 市区町村,税務代理人が所在する市、町、村の通称。,2330,cbc:CityName,udt:NameType,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:CityName,0..1
1940,ibt-067,0..1,3,Tax representative post code,The identifier for an addressable group of properties according to the relevant postal service.,Text,税務代理人郵便番号,税務代理人の住所の郵便番号。,2340,cbc:PostalZone,udt:TextType,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:PostalZone,0..1
1950,ibt-068,0..1,3,Tax representative country subdivision,The subdivision of a country.,Text,税務代理人住所 都道府県,税務代理人の住所の地方区分。,2350,cbc:CountrySubentity,udt:TextType,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:CountrySubentity,0..1
1960,ibt-069,1..1,3,Tax representative country code,A code that identifies the country.,Code,税務代理人国コード,税務代理人の住所の国コード。,2390,cbc:IdentificationCode,udt:CodeType,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cac:Country/cbc:IdentificationCode,0..1
1970,ibg-13,0..1,1,DELIVERY INFORMATION,A group of business terms providing information about where and when the goods and services invoiced are delivered.,,納入先,財又はサービスが何時何処に納入されたかに係る情報を提供するビジネス用語のグループ。,2440,cac:Delivery,cac:DeliveryType,/Invoice/cac:Delivery,0..n
1980,ibt-070,0..1,2,Deliver to party name,The name of the party to which the goods and services are delivered.,Text,納入先名称,財又はサービスが納入された納入先の名称。,2610,cbc:Name,udt:NameType,/Invoice/cac:Delivery/cac:DeliveryParty/cac:PartyName/cbc:Name,1..1
1990,ibt-071,0..1,2,Deliver to location identifier,An identifier for the location at which the goods and services are delivered.,Identifier,納入先ID,財又はサービスが納入された納入先の場所ID。,2470,cbc:ID,udt:IdentifierType,/Invoice/cac:Delivery/cac:DeliveryLocation/cbc:ID,0..1
2000,ibt-071-1,0..1,3,Deliver to location identifier Scheme identifier,"The identification scheme identifier of the Deliver to location identifier. If used	 the identification scheme shall be chosen from the entries of the list published by the ISO/IEC 6523 maintenance agency.",String,スキーマID,納入された住所IDを発行した組織の識別スキーマID。使用する場合、識別スキーマは、ISO/IEC 6523 の保守機関によって公開されたリストから選択しなければならない。,2480,@schemeID,xsd:normalizedString,/Invoice/cac:Delivery/cac:DeliveryLocation/cbc:ID/@schemeID,0..1
2010,ibt-072,0..1,2,Actual delivery date,the date on which the supply of goods or services was made or completed.,Date,実際納入日,財又はサービスが納入された、あるいはすべて提供された日付。,2450,cbc:ActualDeliveryDate,udt:DateType,/Invoice/cac:Delivery/cbc:ActualDeliveryDate,0..1
2020,ibg-14,0..1,2,INVOICING PERIOD,A group of business terms providing information on the invoice period.,,請求期間,請求期間に関わる情報を提供するビジネス用語のグループ。,1140,cac:InvoicePeriod,cac:PeriodType,/Invoice/cac:InvoicePeriod,0..n
2030,ibt-073,0..1,3,Invoicing period start date,The date when the Invoice period starts.,Date,請求期間開始日,請求期間開始日。,1150,cbc:StartDate,udt:DateType,/Invoice/cac:InvoicePeriod/cbc:StartDate,0..1
2040,ibt-074,0..1,3,Invoicing period end date,The date when the Invoice period ends.,Date,請求期間終了日,請求期間終了日。,1160,cbc:EndDate,udt:DateType,/Invoice/cac:InvoicePeriod/cbc:EndDate,0..1
2050,ibg-15,0..1,2,DELIVER TO ADDRESS,A group of business terms providing information about the address to which goods and services invoiced were or are delivered.,,納入先住所,請求する財又はサービスの納入先の住所に関する情報を提供するビジネス用語のグループ。,2490,cac:Address,cac:AddressType,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address,0..1
2060,ibt-075,0..1,3,Deliver to address line 1,The main address line in an address.,Text,納入先住所欄1,納入先の住所の主な記載欄。,2500,cbc:StreetName,udt:NameType,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:StreetName,0..1
2070,ibt-076,0..1,3,Deliver to address line 2,An additional address line in an address that can be used to give further details supplementing the main line.,Text,納入先住所欄2,納入先の住所の主な記載内容に加えて詳細な情報のために使用する追加記載欄。,2510,cbc:AdditionalStreetName,udt:NameType,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:AdditionalStreetName,0..1
2080,ibt-165,0..1,3,Deliver to address line 3,An additional address line in an address that can be used to give further details supplementing the main line.,Text,納入先住所欄3,納入先の住所の上記の記載内容に加えてより詳細な情報のために使用する追加記載欄。,2560,cbc:Line,udt:TextType,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:AddressLine/cbc:Line,1..1
2090,ibt-077,0..1,3,Deliver to city,"The common name of the city	 town or village	 where the deliver to address is located.",Text,納入先住所 市区町村,納入先が所在する市、町、村の通称。,2520,cbc:CityName,udt:NameType,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:CityName,0..1
2100,ibt-078,0..1,3,Deliver to post code,The identifier for an addressable group of properties according to the relevant postal service.,Text,納入先郵便番号,納入先の住所の郵便番号。,2530,cbc:PostalZone,udt:TextType,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:PostalZone,0..1
2110,ibt-079,0..1,3,Deliver to country subdivision,The subdivision of a country.,Text,納入先住所 都道府県,納入先の住所の地方区分。,2540,cbc:CountrySubentity,udt:TextType,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:CountrySubentity,0..1
2120,ibt-080,1..1,3,Deliver to country code,A code that identifies the country.,Code,納入先国コード,納入先の住所の国コード。,2580,cbc:IdentificationCode,udt:CodeType,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:Country/cbc:IdentificationCode,0..1
2130,ibg-16,0..n,1,PAYMENT INSTRUCTIONS,A group of business terms providing information about the payment.,,支払指示,取引条件のうち支払に関する情報を提供するビジネス用語のグループ。,2620,cac:PaymentMeans,cac:PaymentMeansType,/Invoice/cac:PaymentMeans,0..n
2140,ibt-178,0..1,2,Payment Instructions ID,An identifier for the payment instructions.,Identifier,支払指示ID,各支払指示に対して割り当てられるID。,2630,cbc:ID,udt:IdentifierType,/Invoice/cac:PaymentMeans/cbc:ID,0..1
2150,ibt-081,1..1,2,Payment means type code,"The means	 expressed as code	 for how a payment is expected to be or has been settled.",Code,支払手段タイプコード,取引決済手段のタイプを識別するコード。,2640,cbc:PaymentMeansCode,udt:CodeType,/Invoice/cac:PaymentMeans/cbc:PaymentMeansCode,1..1
2160,ibt-082,0..1,3,Payment means text,A textual description of the means/methods by which the payment is expected to be or has been settled.,String,支払手段内容説明,取引決済手段を説明するテキスト。,2650,@name,xsd:string,/Invoice/cac:PaymentMeans/cbc:PaymentMeansCode/@name,0..1
2170,ibt-083,0..n,2,Remittance information,A textual value used for payment routing or to establish a link between the payment and the Invoice.,Text,送金情報,支払と請求書とを紐づけるために使用されるテキスト。,2660,cbc:PaymentID,udt:IdentifierType,/Invoice/cac:PaymentMeans/cbc:PaymentID,0..n
2180,ibt-083-1,0..1,3,Remittance information Scheme identifier,The identification of the identification scheme. As example ABA,String,スキーマID,スキーマID、例えば、ABA。,2670,@schemeID,xsd:normalizedString,/Invoice/cac:PaymentMeans/cbc:PaymentID/@schemeID,0..1
2190,ibg-17,0..1,2,CREDIT TRANSFER,A group of business terms to specify credit transfer payments.,,銀行振込,銀行振込による支払を指定する情報を提供するビジネス用語のグループ。,2720,cac:PayeeFinancialAccount,cac:FinancialAccountType,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount,0..1
2200,ibt-084,1..1,3,Payment account identifier,"A unique identifier of the financial payment account	 at a payment service provider	 to which payment should be made.",Identifier,支払先口座ID,支払先となる金融機関の口座ID。IBAN(SEPA支払いの場合)など。,2730,cbc:ID,udt:IdentifierType,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:ID,0..1
2210,ibt-084-1,0..1,4,Payment account identifier Scheme identifier,The identification of the identification scheme. As example IBAN,String,スキーマID,口座IDを発行する発番組織のスキーマID、例えば、IBAN。,2740,@schemeID,xsd:normalizedString,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:ID/@schemeID,0..1
2220,ibt-085,0..1,3,Payment account name,"The name of the payment account	 at a payment service provider	 to which payment should be made.",Text,支払先口座名義人名,支払先口座の口座名義人名。,2750,cbc:Name,udt:NameType,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:Name,0..1
2230,ibt-086,0..1,3,Payment service provider identifier,An identifier for the payment service provider where a payment account is located.,Identifier,支払先金融機関ID,支払先口座がある金融機関ID。,2770,cbc:ID,udt:IdentifierType,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cbc:ID,0..1
2240,ibg-34,0..1,2,FINANCIAL INSTITUTION ADDRESS,The address of the financial institution or its branch that holds the payment account.,,住所,支払い先口座がある金融機関やその支店の住所を提供するビジネス用語のグループ。,2780,cac:Address,cac:AddressType,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address,0..1
2250,ibt-169,0..1,3,Account address line 1,The main address line in an address.,Text,支払先口座住所欄1,税務代理人の住所の主な記載欄。,2790,cbc:StreetName,udt:NameType,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:StreetName,0..1
2260,ibt-170,0..1,3,Account address line 2,An additional address line in an address that can be used to give further details supplementing the main line.,Text,支払先口座住所欄2,税務代理人の住所の主な記載内容に加えて詳細な情報のために使用する追加記載欄。,2800,cbc:AdditionalStreetName,udt:NameType,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:AdditionalStreetName,0..1
2270,ibt-171,0..1,3,Account city,"The common name of the city	 town or village	 where the account address is located.",Text,支払先口座住所 市区町村,税務代理人の住所の上記の記載内容に加えてより詳細な情報のために使用する追加記載欄。,2810,cbc:CityName,udt:NameType,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:CityName,0..1
2280,ibt-172,0..1,3,Account post code,The identifier for an addressable group of properties according to the relevant postal service.,Text,支払先口座郵便番号,税務代理人が所在する市、町、村の通称。,2820,cbc:PostalZone,udt:TextType,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:PostalZone,0..1
2290,ibt-173,0..1,3,Account country subdivision,The subdivision of a country.,Text,支払先口座住所 都道府県,税務代理人の住所の郵便番号。,2830,cbc:CountrySubentity,udt:TextType,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:CountrySubentity,0..1
2300,ibt-174,0..1,3,Account address line 3,An additional address line in an address that can be used to give further details supplementing the main line.,Text,支払先口座住所欄3,税務代理人の住所の地方区分。,2850,cbc:Line,xsd:string,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:AddressLine/cbc:Line,1..1
2310,ibt-175,0..1,3,Account country code,A code that identifies the country.,Code,支払先口座国コード,税務代理人の住所の国コード。,2870,cbc:IdentificationCode,udt:CodeType,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:Country/cbc:IdentificationCode,0..1
2320,ibg-18,0..1,2,PAYMENT CARD INFORMATION,A group of business terms providing information about card used for payment contemporaneous with invoice issuance.,,支払カード情報,請求書発行と同時に支払に使用されるカードに関する情報を提供するビジネス用語のグループ。,2680,cac:CardAccount,cac:CardAccountType,/Invoice/cac:PaymentMeans/cac:CardAccount,0..1
2330,ibt-087,1..1,3,Payment card primary account number,The Primary Account Number (PAN) of the card used for payment.,Text,支払カード番号,支払に使用するカードの支払カード番号。,2690,cbc:PrimaryAccountNumberID,udt:IdentifierType,/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:PrimaryAccountNumberID,1..1
2335,ibt-088a,0..1,3,Payment card issuer name,The name of the payment card issuer.,Text,カード発行会社,支払カード発行会社の名称。,2700,cbc:NetworkID,xsd:normalizedString,/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:NetworkID,0..1
2340,ibt-088,0..1,3,Payment card holder name,The name of the payment card holder.,Text,カード名義人氏名,支払カード所有者の氏名。,2710,cbc:HolderName,udt:NameType,/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:HolderName,0..1
2350,ibg-19,0..1,2,DIRECT DEBIT,A group of business terms to specify a direct debit.,,自動口座引落,口座引落しを指定するビジネス条件の情報を提供するビジネス用語のグループ。,2880,cac:PaymentMandate,cac:PaymentManudt:DateType,/Invoice/cac:PaymentMeans/cac:PaymentMandate,0..1
2360,ibt-089,0..1,3,Mandate reference identifier,Unique identifier assigned by the Payee for referencing the direct debit mandate.,Identifier,マンデーション参照ID,口座振替依頼を参照するために受取人によって割り当てられた固有ID。,2890,cbc:ID,udt:IdentifierType,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cbc:ID,0..1
2370,ibt-091,0..1,3,Debited account identifier,The account to be debited by the direct debit.,Identifier,自動引落口座ID,自動口座引落によって引き落としがされる銀行口座ID。,2910,cbc:ID,udt:IdentifierType,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount/cbc:ID,0..1
2380,ibg-35,0..n,1,Paid amounts,Breakdown of the paid amount deducted from the amount due.,,支払済金額,請求書通貨での支払済金額を提供するビジネス用語のグループ。,2970,cac:PrepaidPayment,cac:PaymentType,/Invoice/cac:PrepaidPayment,0..n
2390,ibt-179,0..1,2,Payment identifier,"An identifier that references the payment	 such as bank transfer identifier.",Identifier,支払ID,銀行振込のIDなど、支払を参照するID,2980,cbc:ID,udt:IdentifierType,/Invoice/cac:PrepaidPayment/cbc:ID,0..1
2400,ibt-180,1..1,2,Paid amount,The amount of the payment in the invoice currency.,Amount,支払済金額,請求書通貨での支払済金額。,2990,cbc:PaidAmount,udt:AmountType,/Invoice/cac:PrepaidPayment/cbc:PaidAmount,0..1
2410,ibt-181,0..1,2,The date when the paid amount is debited to the invoice.,The date when the prepaid amount was received by the seller.,Date,支払済金額が請求書に差引記載される日,前払金額を売り手が受領した日。,3000,cbc:ReceivedDate,udt:DateType,/Invoice/cac:PrepaidPayment/cbc:ReceivedDate,0..1
2420,ibt-182,0..1,2,Payment type,The type of the the payment.,Code,支払タイプ,支払いのタイプ。,3010,cbc:InstructionID,udt:IdentifierType,/Invoice/cac:PrepaidPayment/cbc:InstructionID,0..1
2430,ibg-20,0..n,1,DOCUMENT LEVEL ALLOWANCES,A group of business terms providing information about allowances applicable to the Invoice as a whole.,,請求書レベルの返金,請求書レベルの返金に関する情報を提供するビジネス用語のグループ。,3020,cac:AllowanceCharge,cac:AllowanceChargeType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()],0..n
2435,ibt-092a,1..1,2,Syntax qualifier for the document level allowance,,Indicator,,,3030,cbc:ChargeIndicator,xsd:boolean,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:ChargeIndicator,1..1
2440,ibt-092,1..1,2,Document level allowance amount,"The amount of an allowance	 without TAX.",Amount,請求書レベルの返金金額(税抜き),返金金額(税抜き)。,3070,cbc:Amount,udt:AmountType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount,1..1
2450,ibt-093,0..1,2,Document level allowance base amount,"The base amount that may be used	 in conjunction with the document level allowance percentage	 to calculate the document level allowance amount.",Amount,請求書レベルの返金金額の基準となる金額,請求書レベルの返金の率を乗じて請求書レベルの返金金額を算出する際に使用される基準金額。,3090,cbc:BaseAmount,udt:AmountType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount,0..1
2460,ibt-094,0..1,2,Document level allowance percentage,"The percentage that may be used	 in conjunction with the document level allowance base amount	 to calculate the document level allowance amount.",Percentage,請求書レベルの返金の率,請求書レベルの返金基準金額に乗じて、請求書レベルの返金金額を算出する際に使用されるパーセント。,3060,cbc:MultiplierFactorNumeric,udt:NumericType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:MultiplierFactorNumeric,0..1
2470,ibt-097,0..1,2,Document level allowance reason,"The reason for the document level allowance	 expressed as text.",Text,請求書レベルの返金の理由,請求書レベルの返金の理由をテキストで表現。,3050,cbc:AllowanceChargeReason,udt:TextType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReason,0..n
2480,ibt-098,0..1,2,Document level allowance reason code,"The reason for the document level allowance	 expressed as a code.",Code,請求書レベルの返金の理由コード,請求書レベルの返金の理由コード。,3040,cbc:AllowanceChargeReasonCode,udt:CodeType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReasonCode,0..1
2490,ibt-095,1..1,2,Document level allowance TAX category code,A coded identification of what TAX category applies to the document level allowance.,Code,請求書レベルの返金の課税分類コード,請求書レベルの返金に適用される課税分類コード。,3120,cbc:ID,udt:IdentifierType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:ID,0..1
2500,ibt-095-1,1..1,2,Document level allowance TAX category code Tax Scheme,,Code,,,3180,cbc:ID,udt:IdentifierType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cac:TaxScheme/cbc:ID,1..1
2510,ibt-096,0..1,2,Document level allowance TAX rate,"The TAX rate	 represented as percentage that applies to the document level allowance.",Percentage,請求書レベルの返金の税率,請求書レベルの返金に適用される消費税率(パーセント)。,3140,cbc:Percent,udt:PercentType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:Percent,0..1
2520,ibt-196,0..0,2,Document level allowance TAX exemption reason code,A coded statement of the reason for why the document level allowance amount is exempted from TAX.,Code,請求書レベルの返金の非課税理由テキスト,請求書レベルの返金が非課税または課税されない理由をテキストで表現。,3150,cbc:TaxExemptionReasonCode,udt:CodeType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:TaxExemptionReasonCode,0..1
2530,ibt-197,0..0,2,Document level allowance TAX exemption reason text,A textual statement of the reason why the document level allowance amount is exempted from TAX or why no TAX is being charged.,Text,請求書レベルの返金の非課税理由コード,請求書レベルの返金が非課税または課税されない理由をコードで表現。,3160,cbc:TaxExemptionReason,udt:TextType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:TaxExemptionReason,0..n
2540,ibg-21,0..n,1,DOCUMENT LEVEL CHARGES,"A group of business terms providing information about charges and taxes other than TAX	 applicable to the Invoice as a whole.",,請求書レベルの追加請求,請求書レベルの追加請求や追加税(消費税以外)に関する情報を提供するビジネス用語のグループ。,3190,cac:AllowanceCharge,cac:AllowanceChargeType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()],0..n
2545,ibt-099a,1..1,2,Syntax qualifier for the document level charge,,Indicator,,,3200,cbc:ChargeIndicator,xsd:boolean,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:ChargeIndicator,1..1
2550,ibt-099,1..1,2,Document level charge amount,"The amount of a charge	 without TAX.",Amount,請求書レベルの追加請求金額(税抜き),追加請求金額(税抜き)。,3240,cbc:Amount,udt:AmountType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount,1..1
2560,ibt-100,0..1,2,Document level charge base amount,"The base amount that may be used	 in conjunction with the document level charge percentage	 to calculate the document level charge amount.",Amount,請求書レベルの追加請求金額の基準となる金額,請求書レベルの追加請求率を乗じて請求書レベルの追加請求金額を算出する際に使用される基準金額。,3260,cbc:BaseAmount,udt:AmountType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount,0..1
2570,ibt-101,0..1,2,Document level charge percentage,"The percentage that may be used	 in conjunction with the document level charge base amount	 to calculate the document level charge amount.",Percentage,請求書レベルの追加請求の率,請求書レベルの追加請求基準金額に乗じて請求書レベルの追加請求金額を算出するために使用されるパーセント。,3230,cbc:MultiplierFactorNumeric,udt:NumericType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:MultiplierFactorNumeric,0..1
2580,ibt-104,0..1,2,Document level charge reason,"The reason for the document level charge	 expressed as text.",Text,請求書レベルの追加請求の理由,請求書レベルの追加請求の理由をテキストで表現。,3220,cbc:AllowanceChargeReason,udt:TextType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReason,0..n
2590,ibt-105,0..1,2,Document level charge reason code,"The reason for the document level charge	 expressed as a code.",Code,請求書レベルの追加請求の理由コード,請求書レベルの追加請求の理由コード。,3210,cbc:AllowanceChargeReasonCode,udt:CodeType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode,0..1
2600,ibt-102,1..1,2,Document level charge TAX category code,A coded identification of what TAX category applies to the document level charge.,Code,請求書レベルの追加請求の課税分類コード,請求書レベルの追加請求に適用される課税分類コード。,3290,cbc:ID,udt:IdentifierType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:ID,0..1
2605,ibt-102-1,1..1,2,Document level charge TAX category code Tax Scheme,,String,,,3340,cbc:ID,udt:IdentifierType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cac:TaxScheme/cbc:ID,0..1
2610,ibt-103,0..1,2,Document level charge TAX rate,"The TAX rate	 represented as percentage that applies to the document level charge.",Percentage,請求書レベルの追加請求の税率,請求書レベルの追加請求に適用される消費税率(パーセント)。,3300,cbc:Percent,udt:PercentType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:Percent,0..1
2620,ibt-198,0..0,2,Document level charge TAX exemption reason code,A coded statement of the reason for why the document level charge amount is exempted from TAX.,Code,請求書レベルの追加請求の非課税理由テキスト,請求書レベルの追加請求が非課税または課税されない理由をテキストで表現。,3310,cbc:TaxExemptionReasonCode,udt:CodeType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:TaxExemptionReasonCode,0..1
2630,ibt-199,0..0,2,Document level charge TAX exemption reason text,A textual statement of the reason why the document level charge amount is exempted from TAX or why no TAX is being charged,Text,請求書レベルの追加請求の非課税理由コード,請求書レベルの追加請求が非課税または課税されない理由をコードで表現。,3320,cbc:TaxExemptionReason,udt:TextType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:TaxExemptionReason,0..n
2640,ibg-22,1..1,1,DOCUMENT TOTALS,A group of business terms providing the monetary totals for the Invoice.,,請求書総合計金額,請求書合計金額に係る情報を提供するビジネス用語のグループ。,3590,cac:LegalMonetaryTotal,cac:MonetaryTotalType,/Invoice/cac:LegalMonetaryTotal,1..1
2650,ibt-106,1..1,2,Sum of Invoice line net amount,Sum of all Invoice line net amounts in the Invoice.,Amount,値引後請求書明細行金額の合計,値引後明細行金額の合計金額。,3600,cbc:LineExtensionAmount,udt:AmountType,/Invoice/cac:LegalMonetaryTotal/cbc:LineExtensionAmount,1..1
2660,ibt-107,0..1,2,Sum of allowances on document level,Sum of all allowances on document level in the Invoice.,Amount,請求書レベルの返金の合計,請求書レベルの返金の合計。,3660,cbc:AllowanceTotalAmount,udt:AmountType,/Invoice/cac:LegalMonetaryTotal/cbc:AllowanceTotalAmount,0..1
2670,ibt-108,0..1,2,Sum of charges on document level,Sum of all charges on document level in the Invoice.,Amount,請求書レベルの追加請求の合計,請求書レベルの追加請求の合計。,3680,cbc:ChargeTotalAmount,udt:AmountType,/Invoice/cac:LegalMonetaryTotal/cbc:ChargeTotalAmount,0..1
2680,ibt-109,1..1,2,Invoice total amount without TAX,The total amount of the Invoice without TAX.,Amount,請求書合計金額(税抜き),請求書合計金額(税抜き)。,3620,cbc:TaxExclusiveAmount,udt:AmountType,/Invoice/cac:LegalMonetaryTotal/cbc:TaxExclusiveAmount,0..1
2690,ibt-110,1..1,2,Invoice total TAX amount,The total TAX amount for the Invoice.,Amount,請求書消費税合計金額,請求書消費税合計金額。,3360,cbc:TaxAmount,udt:AmountType,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode]/cbc:TaxAmount,1..1
2700,ibt-112,1..1,2,Invoice total amount with TAX,The total amount of the Invoice with tax.,Amount,請求書合計金額(税込み),請求書合計金額(税込み)。,3640,cbc:TaxInclusiveAmount,udt:AmountType,/Invoice/cac:LegalMonetaryTotal/cbc:TaxInclusiveAmount,0..1
2710,ibt-113,0..1,2,Paid amount,The sum of amounts which have been paid in advance.,Amount,支払済金額,事前に支払われた金額の合計。,3700,cbc:PrepaidAmount,udt:AmountType,/Invoice/cac:LegalMonetaryTotal/cbc:PrepaidAmount,0..1
2720,ibt-114,0..1,2,Rounding amount,The amount to be added to the invoice total to round the amount to be paid.,Amount,丸めるための金額,支払金額に丸めるために請求書の合計金額に追加される金額。,3720,cbc:PayableRoundingAmount,udt:AmountType,/Invoice/cac:LegalMonetaryTotal/cbc:PayableRoundingAmount,0..1
2730,ibt-115,1..1,2,Amount due for payment,The outstanding amount that is requested to be paid.,Amount,差引請求金額,買い手が支払を要求されている差引請求金額。,3740,cbc:PayableAmount,udt:AmountType,/Invoice/cac:LegalMonetaryTotal/cbc:PayableAmount,1..1
2740,ibg-37,0..1,1,DOCUMENT TOTALS IN TAX ACCOUNTING CURRENCY,A group of business terms providing the monetary totals for the Invoice in the tax accounting currency.,,会計通貨での請求書総合計金額,請求書の合計金額を税務会計通貨で提供するビジネス用語のグループ。,3500,cac:TaxTotal,cac:TaxTotalType,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode],0..n
2750,ibt-111,0..1,2,Invoice total TAX amount in tax accounting currency,The TAX total amount expressed in the accounting currency accepted or required in the country of the Seller.,Amount,会計通貨での請求書消費税合計金額,売り手の国で認められた、又は要求された会計通貨での消費税合計金額。,3510,cbc:TaxAmount,udt:AmountType,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode]/cbc:TaxAmount,1..1
