GL02,GL02-GL57,GL02-GL64,GL02-GL55,GL55-GL56,GL55-GL60,GL55-GL61,GL55-GL63,GL02-01,GL57-01,GL57-02,GL64-01,GL64-02,GL64-03,GL64-04,GL55-01,GL55-03,GL55-04,GL55-05,GL56-01,GL56-02,GL60-01,GL60-02,GL60-03,GL61-01,GL61-02,GL61-03,GL63-01,GL63-02,GL63-03
0001-20090420-45-100-1-661,,,,,,,,100-661,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090420-45-100-1-661,,,0,,,,,,,,,,,,45,account,食事代　トン吉4名,debit,7867,ISO4217:JPY,,,,部門,020,東京,733,交際接待費,EntertainmentExpense
0001-20090420-45-100-1-661,,,1,,,,,,,,,,,,45,account,,debit,393,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090420-45-100-1-661,,,2,,,,,,,,,,,,45,account,食事代　トン吉4名,credit,8260,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090420-48-101-1-663,,,,,,,,101-663,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090420-48-101-1-663,,,0,,,,,,,,,,,,48,account,ガソリン代,debit,4099,ISO4217:JPY,,,,部門,020,東京,740,車両費,VehiclesExpense
0001-20090420-48-101-1-663,,,1,,,,,,,,,,,,48,account,,debit,204,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090420-48-101-1-663,,,2,,,,,,,,,,,,48,account,ガソリン代,credit,4303,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090420-53-102-1-665,,,,,,,,102-665,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090420-53-102-1-665,,,0,,,,,,,,,,,,53,account,高速代,debit,381,ISO4217:JPY,,,,部門,020,東京,740,車両費,VehiclesExpense
0001-20090420-53-102-1-665,,,1,,,,,,,,,,,,53,account,,debit,19,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090420-53-102-1-665,,,2,,,,,,,,,,,,53,account,高速代,credit,8907,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090420-53-102-1-665,,,3,,,,,,,,,,,,53,account,駐車代,debit,2000,ISO4217:JPY,,,,部門,020,東京,740,車両費,VehiclesExpense
0001-20090420-53-102-1-665,,,4,,,,,,,,,,,,53,account,,debit,100,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090420-53-102-1-665,,,5,,,,,,,,,,,,53,account,ガソリン代,debit,6102,ISO4217:JPY,,,,部門,020,東京,740,車両費,VehiclesExpense
0001-20090420-53-102-1-665,,,6,,,,,,,,,,,,53,account,,debit,305,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090420-6-95-1-651,,,,,,,,95-651,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090420-6-95-1-651,,,0,,,,,,,,,,,,6,account,広告料,debit,4762,ISO4217:JPY,,,,部門,010,札幌,732,広告宣伝費,AdvertisingExpense
0001-20090420-6-95-1-651,,,1,,,,,,,,,,,,6,account,,debit,238,ISO4217:JPY,,,,部門,010,札幌,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090420-6-95-1-651,,,2,,,,,,,,,,,,6,account,広告料,credit,5000,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090420-64-103-1-667,,,,,,,,103-667,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090420-64-103-1-667,,,0,,,,,,,,,,,,64,account,電気料,debit,174650,ISO4217:JPY,,,,部門,020,東京,736,水道光熱費,UtilitiesExpense
0001-20090420-64-103-1-667,,,1,,,,,,,,,,,,64,account,,debit,8732,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090420-64-103-1-667,,,2,,,,,,,,,,,,64,account,電気料,credit,192822,ISO4217:JPY,,,,,,,131,普通預金,OrdinaryDeposit
0001-20090420-64-103-1-667,,,2,,,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090420-64-103-1-667,,,2,,,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090420-64-103-1-667,,,3,,,,,,,,,,,,64,account,水道料,debit,8991,ISO4217:JPY,,,,部門,020,東京,736,水道光熱費,UtilitiesExpense
0001-20090420-64-103-1-667,,,4,,,,,,,,,,,,64,account,,debit,449,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090420-7-96-1-653,,,,,,,,96-653,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090420-7-96-1-653,,,0,,,,,,,,,,,,7,account,食事代,debit,1429,ISO4217:JPY,,,,部門,010,札幌,733,交際接待費,EntertainmentExpense
0001-20090420-7-96-1-653,,,1,,,,,,,,,,,,7,account,,debit,71,ISO4217:JPY,,,,部門,010,札幌,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090420-7-96-1-653,,,2,,,,,,,,,,,,7,account,食事代,credit,2734,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090420-7-96-1-653,,,3,,,,,,,,,,,,7,account,食事代,debit,1176,ISO4217:JPY,,,,部門,010,札幌,733,交際接待費,EntertainmentExpense
0001-20090420-7-96-1-653,,,4,,,,,,,,,,,,7,account,,debit,58,ISO4217:JPY,,,,部門,010,札幌,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090420-71-104-1-669,,,,,,,,104-669,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090420-71-104-1-669,,,0,,,,,,,,,,,,71,account,事務用品,debit,2458,ISO4217:JPY,,,,部門,020,東京,754,事務用消耗品費,StationeryExpense
0001-20090420-71-104-1-669,,,1,,,,,,,,,,,,71,account,,debit,122,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090420-71-104-1-669,,,2,,,,,,,,,,,,71,account,事務用品,credit,51544,ISO4217:JPY,,,,部門,000,共通部門,322,未払金,AccountsPayableOther
0001-20090420-71-104-1-669,,,3,,,,,,,,,,,,71,account,事務用品,debit,16169,ISO4217:JPY,,,,部門,020,東京,754,事務用消耗品費,StationeryExpense
0001-20090420-71-104-1-669,,,4,,,,,,,,,,,,71,account,,debit,808,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090420-71-104-1-669,,,5,,,,,,,,,,,,71,account,カウンター料金,debit,30464,ISO4217:JPY,,,,部門,020,東京,754,事務用消耗品費,StationeryExpense
0001-20090420-71-104-1-669,,,6,,,,,,,,,,,,71,account,,debit,1523,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090420-89-105-1-671,,,,,,,,105-671,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090420-89-105-1-671,,,0,,,,,,,,,,,,89,account,電気料,debit,82388,ISO4217:JPY,,,,部門,030,名古屋,736,水道光熱費,UtilitiesExpense
0001-20090420-89-105-1-671,,,1,,,,,,,,,,,,89,account,,debit,4119,ISO4217:JPY,,,,部門,030,名古屋,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090420-89-105-1-671,,,2,,,,,,,,,,,,89,account,電気料,credit,94550,ISO4217:JPY,,,,,,,131,普通預金,OrdinaryDeposit
0001-20090420-89-105-1-671,,,2,,,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090420-89-105-1-671,,,2,,,1,,,,,,,,,,,,,,,,,,補助科目,30,三井　名古屋,,,
0001-20090420-89-105-1-671,,,3,,,,,,,,,,,,89,account,水道料,debit,3758,ISO4217:JPY,,,,部門,030,名古屋,736,水道光熱費,UtilitiesExpense
0001-20090420-89-105-1-671,,,4,,,,,,,,,,,,89,account,,debit,187,ISO4217:JPY,,,,部門,030,名古屋,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090420-89-105-1-671,,,5,,,,,,,,,,,,89,account,ガス代,debit,3903,ISO4217:JPY,,,,部門,030,名古屋,736,水道光熱費,UtilitiesExpense
0001-20090420-89-105-1-671,,,6,,,,,,,,,,,,89,account,,debit,195,ISO4217:JPY,,,,部門,030,名古屋,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090420-94-106-1-673,,,,,,,,106-673,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090420-94-106-1-673,,,0,,,,,,,,,,,,94,account,有線,debit,4762,ISO4217:JPY,,,,部門,030,名古屋,791,雑費,MiscellaneousExpense
0001-20090420-94-106-1-673,,,1,,,,,,,,,,,,94,account,,debit,238,ISO4217:JPY,,,,部門,030,名古屋,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090420-94-106-1-673,,,2,,,,,,,,,,,,94,account,有線,credit,5000,ISO4217:JPY,,,,部門,000,共通部門,322,未払金,AccountsPayableOther
0001-20090420-97-107-1-675,,,,,,,,107-675,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090420-97-107-1-675,,,0,,,,,,,,,,,,97,account,コピー代,debit,37264,ISO4217:JPY,,,,部門,030,名古屋,754,事務用消耗品費,StationeryExpense
0001-20090420-97-107-1-675,,,1,,,,,,,,,,,,97,account,,debit,1863,ISO4217:JPY,,,,部門,030,名古屋,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090420-97-107-1-675,,,2,,,,,,,,,,,,97,account,コピー代,credit,39127,ISO4217:JPY,,,,部門,000,共通部門,322,未払金,AccountsPayableOther
0001-20090420-98-108-1-677,,,,,,,,108-677,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090420-98-108-1-677,,,0,,,,,,,,,,,,98,account,事務用品,debit,15000,ISO4217:JPY,,,,部門,030,名古屋,754,事務用消耗品費,StationeryExpense
0001-20090420-98-108-1-677,,,1,,,,,,,,,,,,98,account,,debit,750,ISO4217:JPY,,,,部門,030,名古屋,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090420-98-108-1-677,,,2,,,,,,,,,,,,98,account,事務用品,credit,15750,ISO4217:JPY,,,,部門,000,共通部門,322,未払金,AccountsPayableOther
0001-20090421-126-128-1-717,,,,,,,,128-717,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090421-126-128-1-717,,,0,,,,,,,,,,,,126,account,収入印紙,debit,40000,ISO4217:JPY,,,,部門,020,東京,738,租税公課,TaxesOtherThanIncomeTaxes
0001-20090421-126-128-1-717,,,1,,,,,,,,,,,,126,account,収入印紙,credit,40000,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090421-160-129-1-719,,,,,,,,129-719,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090421-160-129-1-719,,,0,,,,,,,,,,,,160,account,出張旅費,debit,66667,ISO4217:JPY,,,,部門,020,東京,726,旅費交通費,TravelingExpense
0001-20090421-160-129-1-719,,,1,,,,,,,,,,,,160,account,,debit,3333,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090421-160-129-1-719,,,2,,,,,,,,,,,,160,account,出張旅費,credit,70000,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090421-25-126-1-713,,,,,,,,126-713,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090421-25-126-1-713,,,0,,,,,,,,,,,,25,account,旅費,debit,53334,ISO4217:JPY,,,,部門,010,札幌,726,旅費交通費,TravelingExpense
0001-20090421-25-126-1-713,,,1,,,,,,,,,,,,25,account,,debit,2666,ISO4217:JPY,,,,部門,010,札幌,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090421-25-126-1-713,,,2,,,,,,,,,,,,25,account,旅費,credit,56000,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090421-59-127-1-715,,,,,,,,127-715,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090421-59-127-1-715,,,0,,,,,,,,,,,,59,account,旅費,debit,28572,ISO4217:JPY,,,,部門,020,東京,726,旅費交通費,TravelingExpense
0001-20090421-59-127-1-715,,,1,,,,,,,,,,,,59,account,,debit,1428,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090421-59-127-1-715,,,2,,,,,,,,,,,,59,account,旅費,credit,30000,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090422-104-134-1-729,,,,,,,,134-729,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090422-104-134-1-729,,,0,,,,,,,,,,,,104,account,食事代　お好み焼きやきやき2名,debit,3172,ISO4217:JPY,,,,部門,040,大阪,733,交際接待費,EntertainmentExpense
0001-20090422-104-134-1-729,,,1,,,,,,,,,,,,104,account,,debit,158,ISO4217:JPY,,,,部門,040,大阪,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090422-104-134-1-729,,,2,,,,,,,,,,,,104,account,食事代　お好み焼きやきやき2名,credit,3330,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090422-105-135-1-731,,,,,,,,135-731,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090422-105-135-1-731,,,0,,,,,,,,,,,,105,account,飲食代　会費制2名,debit,19048,ISO4217:JPY,,,,部門,040,大阪,733,交際接待費,EntertainmentExpense
0001-20090422-105-135-1-731,,,1,,,,,,,,,,,,105,account,,debit,952,ISO4217:JPY,,,,部門,040,大阪,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090422-105-135-1-731,,,2,,,,,,,,,,,,105,account,飲食代　会費制2名,credit,46000,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090422-105-135-1-731,,,3,,,,,,,,,,,,105,account,飲食代　梅田小路5名,debit,21905,ISO4217:JPY,,,,部門,040,大阪,733,交際接待費,EntertainmentExpense
0001-20090422-105-135-1-731,,,4,,,,,,,,,,,,105,account,,debit,1095,ISO4217:JPY,,,,部門,040,大阪,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090422-105-135-1-731,,,5,,,,,,,,,,,,105,account,食事代　ホテルジャーマニー2名,debit,2858,ISO4217:JPY,,,,部門,040,大阪,733,交際接待費,EntertainmentExpense
0001-20090422-105-135-1-731,,,6,,,,,,,,,,,,105,account,,debit,142,ISO4217:JPY,,,,部門,040,大阪,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090422-107-136-1-733,,,,,,,,136-733,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090422-107-136-1-733,,,0,,,,,,,,,,,,107,account,お見舞い,debit,10000,ISO4217:JPY,,,,部門,040,大阪,733,交際接待費,EntertainmentExpense
0001-20090422-107-136-1-733,,,1,,,,,,,,,,,,107,account,お見舞い,credit,10000,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090422-152-137-1-735,,,,,,,,137-735,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090422-152-137-1-735,,,0,,,,,,,,,,,,152,account,飲食代　居酒屋くるみ3名,debit,13220,ISO4217:JPY,,,,部門,050,九州,733,交際接待費,EntertainmentExpense
0001-20090422-152-137-1-735,,,1,,,,,,,,,,,,152,account,,debit,660,ISO4217:JPY,,,,部門,050,九州,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090422-152-137-1-735,,,2,,,,,,,,,,,,152,account,飲食代　居酒屋くるみ3名,credit,13880,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090422-161-138-1-737,,,,,,,,138-737,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090422-161-138-1-737,,,0,,,,,,,,,,,,161,account,旅費,debit,10334,ISO4217:JPY,,,,部門,050,九州,726,旅費交通費,TravelingExpense
0001-20090422-161-138-1-737,,,1,,,,,,,,,,,,161,account,,debit,516,ISO4217:JPY,,,,部門,050,九州,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090422-161-138-1-737,,,2,,,,,,,,,,,,161,account,旅費,credit,10850,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090422-166-139-1-739,,,,,,,,139-739,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090422-166-139-1-739,,,0,,,,,,,,,,,,166,account,ダスキン代,debit,1800,ISO4217:JPY,,,,部門,050,九州,791,雑費,MiscellaneousExpense
0001-20090422-166-139-1-739,,,1,,,,,,,,,,,,166,account,,debit,90,ISO4217:JPY,,,,部門,050,九州,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090422-166-139-1-739,,,2,,,,,,,,,,,,166,account,ダスキン代,credit,1890,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090422-245-140-1-741,,,,,,,,140-741,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090422-245-140-1-741,,,0,,,,,,,,,,,,245,account,駐車代,debit,572,ISO4217:JPY,,,,部門,040,大阪,740,車両費,VehiclesExpense
0001-20090422-245-140-1-741,,,1,,,,,,,,,,,,245,account,,debit,28,ISO4217:JPY,,,,部門,040,大阪,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090422-245-140-1-741,,,2,,,,,,,,,,,,245,account,駐車代,credit,6899,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090422-245-140-1-741,,,3,,,,,,,,,,,,245,account,高速代,debit,762,ISO4217:JPY,,,,部門,040,大阪,740,車両費,VehiclesExpense
0001-20090422-245-140-1-741,,,4,,,,,,,,,,,,245,account,,debit,38,ISO4217:JPY,,,,部門,040,大阪,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090422-245-140-1-741,,,5,,,,,,,,,,,,245,account,ガソリン代,debit,5238,ISO4217:JPY,,,,部門,040,大阪,740,車両費,VehiclesExpense
0001-20090422-245-140-1-741,,,6,,,,,,,,,,,,245,account,,debit,261,ISO4217:JPY,,,,部門,040,大阪,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090422-3-130-1-721,,,,,,,,130-721,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090422-3-130-1-721,,,0,,,,,,,,,,,,3,account,宿泊代,debit,28489,ISO4217:JPY,,,,部門,010,札幌,724,福利厚生費,WelfareExpense
0001-20090422-3-130-1-721,,,1,,,,,,,,,,,,3,account,,debit,1424,ISO4217:JPY,,,,部門,010,札幌,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090422-3-130-1-721,,,2,,,,,,,,,,,,3,account,宿泊代,credit,29913,ISO4217:JPY,,,,部門,000,共通部門,322,未払金,AccountsPayableOther
0001-20090422-38-131-1-723,,,,,,,,131-723,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090422-38-131-1-723,,,0,,,,,,,,,,,,38,account,宿泊費,debit,45871,ISO4217:JPY,,,,部門,020,東京,724,福利厚生費,WelfareExpense
0001-20090422-38-131-1-723,,,1,,,,,,,,,,,,38,account,,debit,2293,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090422-38-131-1-723,,,2,,,,,,,,,,,,38,account,宿泊費,credit,48164,ISO4217:JPY,,,,部門,000,共通部門,322,未払金,AccountsPayableOther
0001-20090422-90-132-1-725,,,,,,,,132-725,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090422-90-132-1-725,,,0,,,,,,,,,,,,90,account,ダスキン代,debit,10000,ISO4217:JPY,,,,部門,030,名古屋,791,雑費,MiscellaneousExpense
0001-20090422-90-132-1-725,,,1,,,,,,,,,,,,90,account,,debit,500,ISO4217:JPY,,,,部門,030,名古屋,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090422-90-132-1-725,,,2,,,,,,,,,,,,90,account,ダスキン代,credit,10500,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090422-95-133-1-727,,,,,,,,133-727,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090422-95-133-1-727,,,0,,,,,,,,,,,,95,account,清掃料,debit,68262,ISO4217:JPY,,,,部門,030,名古屋,791,雑費,MiscellaneousExpense
0001-20090422-95-133-1-727,,,1,,,,,,,,,,,,95,account,,debit,3413,ISO4217:JPY,,,,部門,030,名古屋,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090422-95-133-1-727,,,2,,,,,,,,,,,,95,account,清掃料,credit,71675,ISO4217:JPY,,,,部門,000,共通部門,322,未払金,AccountsPayableOther
0001-20090423-140-146-1-753,,,,,,,,146-753,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090423-140-146-1-753,,,0,,,,,,,,,,,,140,account,旅費,debit,9858,ISO4217:JPY,,,,部門,040,大阪,726,旅費交通費,TravelingExpense
0001-20090423-140-146-1-753,,,1,,,,,,,,,,,,140,account,,debit,492,ISO4217:JPY,,,,部門,040,大阪,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090423-140-146-1-753,,,2,,,,,,,,,,,,140,account,旅費,credit,10350,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090423-141-147-1-755,,,,,,,,147-755,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090423-141-147-1-755,,,0,,,,,,,,,,,,141,account,JR代,debit,66191,ISO4217:JPY,,,,部門,040,大阪,726,旅費交通費,TravelingExpense
0001-20090423-141-147-1-755,,,1,,,,,,,,,,,,141,account,,debit,3309,ISO4217:JPY,,,,部門,040,大阪,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090423-141-147-1-755,,,2,,,,,,,,,,,,141,account,JR代,credit,69500,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090423-164-148-1-757,,,,,,,,148-757,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090423-164-148-1-757,,,0,,,,,,,,,,,,164,account,事務用品,debit,1505,ISO4217:JPY,,,,部門,050,九州,754,事務用消耗品費,StationeryExpense
0001-20090423-164-148-1-757,,,1,,,,,,,,,,,,164,account,,debit,75,ISO4217:JPY,,,,部門,050,九州,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090423-164-148-1-757,,,2,,,,,,,,,,,,164,account,事務用品,credit,1580,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090423-26-141-1-743,,,,,,,,141-743,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090423-26-141-1-743,,,0,,,,,,,,,,,,26,account,旅費,debit,10477,ISO4217:JPY,,,,部門,010,札幌,726,旅費交通費,TravelingExpense
0001-20090423-26-141-1-743,,,1,,,,,,,,,,,,26,account,,debit,523,ISO4217:JPY,,,,部門,010,札幌,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090423-26-141-1-743,,,2,,,,,,,,,,,,26,account,旅費,credit,11000,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090423-28-142-1-745,,,,,,,,142-745,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090423-28-142-1-745,,,0,,,,,,,,,,,,28,account,タクシー代,debit,2305,ISO4217:JPY,,,,部門,010,札幌,726,旅費交通費,TravelingExpense
0001-20090423-28-142-1-745,,,1,,,,,,,,,,,,28,account,,debit,115,ISO4217:JPY,,,,部門,010,札幌,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090423-28-142-1-745,,,2,,,,,,,,,,,,28,account,タクシー代,credit,2420,ISO4217:JPY,,,,部門,000,共通部門,322,未払金,AccountsPayableOther
0001-20090423-32-143-1-747,,,,,,,,143-747,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090423-32-143-1-747,,,0,,,,,,,,,,,,32,account,事務用品費,debit,1762,ISO4217:JPY,,,,部門,010,札幌,754,事務用消耗品費,StationeryExpense
0001-20090423-32-143-1-747,,,1,,,,,,,,,,,,32,account,,debit,88,ISO4217:JPY,,,,部門,010,札幌,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090423-32-143-1-747,,,2,,,,,,,,,,,,32,account,事務用品費,credit,1850,ISO4217:JPY,,,,部門,000,共通部門,322,未払金,AccountsPayableOther
0001-20090423-54-144-1-749,,,,,,,,144-749,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090423-54-144-1-749,,,0,,,,,,,,,,,,54,account,高速代,debit,1810,ISO4217:JPY,,,,部門,020,東京,740,車両費,VehiclesExpense
0001-20090423-54-144-1-749,,,1,,,,,,,,,,,,54,account,,debit,90,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
