num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,cdt_amount,balance
4433,0001-20090630-135-695-1-1851,1,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,6565,-3281995
4435,0001-20090630-135-695-1-1851,3,2009-06-30,541,商品仕入高,09年6月1日～09年6月30日分仕入,0,47040,-3329035
4436,0001-20090630-135-695-1-1851,4,2009-06-30,191,仮払消費税等,09年6月1日～09年6月30日分仕入,0,2352,-3331387
4440,0001-20090630-136-696-1-1853,1,2009-06-30,131,普通預金,09年6月30日伝票No161株式会社　Pole,1295468,0,-2035919
4458,0001-20090630-137-697-1-1855,12,2009-06-30,301,支払手形,09年6月30日伝票No162小藤丸株式会社,3766486,0,1730567
4461,0001-20090630-138-698-1-1857,1,2009-06-30,131,普通預金,09年6月30日伝票No163株式会社　サンセット,3567096,0,5297663
4466,0001-20090630-139-699-1-1859,1,2009-06-30,301,支払手形,09年6月30日伝票No164斉藤産業株式会社,1784949,0,7082612
4469,0001-20090630-140-700-1-1861,1,2009-06-30,301,支払手形,09年6月30日伝票No165鈴木販売株式会社,3086761,0,10169373
4472,0001-20090630-141-701-1-1863,1,2009-06-30,131,普通預金,09年6月30日伝票No166株式会社　有江,330220,0,10499593
4477,0001-20090630-142-702-1-1865,1,2009-06-30,131,普通預金,09年6月30日伝票No167ナカムラ産業株式会社,1263652,0,11763245
4482,0001-20090630-143-703-1-1867,1,2009-06-30,131,普通預金,09年6月30日伝票No168合同会社　ウェスト,2895984,0,14659229
4487,0001-20090630-144-704-1-1869,1,2009-06-30,131,普通預金,09年6月30日伝票No169株式会社　はなまる商事,1154355,0,15813584
,,,2009-06,,※※月計※※,,37371544,36869556,
4960,0001-20090710-92-756-1-1973,1,2009-07-10,152,売掛金,09年7月10日伝票No475株式会社　チェック,774975,0,16588559
4971,0001-20090710-94-758-1-1977,1,2009-07-10,301,支払手形,09年7月10日伝票No170株式会社　チェック,2382263,0,18970822
4974,0001-20090710-95-759-1-1979,1,2009-07-10,131,普通預金,09年7月10日伝票No171株式会社　山下,406425,0,19377247
5046,0001-20090715-102-786-1-2033,1,2009-07-15,131,普通預金,09年7月15日伝票No172株式会社　Y2,6139435,0,25516682
5210,0001-20090720-106-821-1-2103,1,2009-07-20,131,普通預金,09年7月20日伝票No173株式会社　アタッチ,888656,0,26405338
5215,0001-20090720-107-822-1-2105,1,2009-07-20,131,普通預金,09年7月20日伝票No174株式会社　ハナダ,3530262,0,29935600
5220,0001-20090720-108-823-1-2107,1,2009-07-20,131,普通預金,09年7月20日伝票No175株式会社　まつむら,4255056,0,34190656
5990,0001-20090731-124-924-1-2309,0,2009-07-31,541,商品仕入高,09年7月1日～09年7月31日分仕入,0,47040,34143616
5991,0001-20090731-124-924-1-2309,1,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,2352,34141264
5993,0001-20090731-124-924-1-2309,3,2009-07-31,541,商品仕入高,09年7月1日～09年7月31日分仕入,0,168264,33973000
5994,0001-20090731-124-924-1-2309,4,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,8412,33964588
5997,0001-20090731-125-925-1-2311,0,2009-07-31,541,商品仕入高,09年7月1日～09年7月31日分仕入,0,2812888,31151700
5998,0001-20090731-125-925-1-2311,1,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,140624,31011076
6000,0001-20090731-125-925-1-2311,3,2009-07-31,541,商品仕入高,09年7月1日～09年7月31日分仕入,0,3063500,27947576
6001,0001-20090731-125-925-1-2311,4,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,153142,27794434
6003,0001-20090731-125-925-1-2311,6,2009-07-31,551,仕入値引戻し高,09年7月1日～09年7月31日分仕入,0,32880,27761554
6004,0001-20090731-125-925-1-2311,7,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,1643,27759911
6006,0001-20090731-125-925-1-2311,9,2009-07-31,541,商品仕入高,09年7月1日～09年7月31日分仕入,0,1254752,26505159
6007,0001-20090731-125-925-1-2311,10,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,62724,26442435
6009,0001-20090731-125-925-1-2311,12,2009-07-31,541,商品仕入高,09年7月1日～09年7月31日分仕入,0,5828789,20613646
6010,0001-20090731-125-925-1-2311,13,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,291395,20322251
6013,0001-20090731-125-925-1-2311,16,2009-07-31,541,商品仕入高,09年7月1日～09年7月31日分仕入,0,4189510,16132741
6014,0001-20090731-125-925-1-2311,17,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,209459,15923282
6015,0001-20090731-125-925-1-2311,18,2009-07-31,541,商品仕入高,09年7月1日～09年7月31日分仕入,0,320544,15602738
6016,0001-20090731-125-925-1-2311,19,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,16027,15586711
6018,0001-20090731-125-925-1-2311,21,2009-07-31,541,商品仕入高,09年7月1日～09年7月31日分仕入,0,619704,14967007
6019,0001-20090731-125-925-1-2311,22,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,30977,14936030
6021,0001-20090731-125-925-1-2311,24,2009-07-31,541,商品仕入高,09年7月1日～09年7月31日分仕入,0,159936,14776094
6022,0001-20090731-125-925-1-2311,25,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,7996,14768098
6024,0001-20090731-125-925-1-2311,27,2009-07-31,551,仕入値引戻し高,09年7月1日～09年7月31日分仕入,0,18336,14749762
6025,0001-20090731-125-925-1-2311,28,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,916,14748846
6028,0001-20090731-126-926-1-2313,0,2009-07-31,541,商品仕入高,09年7月1日～09年7月31日分仕入,0,1732656,13016190
6029,0001-20090731-126-926-1-2313,1,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,86616,12929574
6031,0001-20090731-126-926-1-2313,3,2009-07-31,541,商品仕入高,09年7月1日～09年7月31日分仕入,0,1104432,11825142
6032,0001-20090731-126-926-1-2313,4,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,55196,11769946
6034,0001-20090731-126-926-1-2313,6,2009-07-31,541,商品仕入高,09年7月1日～09年7月31日分仕入,0,3466160,8303786
6035,0001-20090731-126-926-1-2313,7,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,173284,8130502
6037,0001-20090731-126-926-1-2313,9,2009-07-31,551,仕入値引戻し高,09年7月1日～09年7月31日分仕入,0,17856,8112646
6038,0001-20090731-126-926-1-2313,10,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,892,8111754
6040,0001-20090731-126-926-1-2313,12,2009-07-31,541,商品仕入高,09年7月1日～09年7月31日分仕入,0,73872,8037882
6041,0001-20090731-126-926-1-2313,13,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,3693,8034189
6043,0001-20090731-126-926-1-2313,15,2009-07-31,541,商品仕入高,09年7月1日～09年7月31日分仕入,0,23520,8010669
6044,0001-20090731-126-926-1-2313,16,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,1176,8009493
6047,0001-20090731-127-927-1-2315,0,2009-07-31,541,商品仕入高,09年7月1日～09年7月31日分仕入,0,3658128,4351365
6048,0001-20090731-127-927-1-2315,1,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,182886,4168479
6050,0001-20090731-127-927-1-2315,3,2009-07-31,541,商品仕入高,09年7月1日～09年7月31日分仕入,0,885096,3283383
6051,0001-20090731-127-927-1-2315,4,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,44232,3239151
6053,0001-20090731-127-927-1-2315,6,2009-07-31,541,商品仕入高,09年7月1日～09年7月31日分仕入,0,2998680,240471
6054,0001-20090731-127-927-1-2315,7,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,149923,90548
6056,0001-20090731-127-927-1-2315,9,2009-07-31,541,商品仕入高,09年7月1日～09年7月31日分仕入,0,3429350,-3338802
6057,0001-20090731-127-927-1-2315,10,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,171459,-3510261
6059,0001-20090731-127-927-1-2315,12,2009-07-31,551,仕入値引戻し高,09年7月1日～09年7月31日分仕入,0,14112,-3524373
6060,0001-20090731-127-927-1-2315,13,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,705,-3525078
6062,0001-20090731-127-927-1-2315,15,2009-07-31,541,商品仕入高,09年7月1日～09年7月31日分仕入,0,141120,-3666198
6063,0001-20090731-127-927-1-2315,16,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,7056,-3673254
6065,0001-20090731-127-927-1-2315,18,2009-07-31,541,商品仕入高,09年7月1日～09年7月31日分仕入,0,205200,-3878454
6066,0001-20090731-127-927-1-2315,19,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,10258,-3888712
6069,0001-20090731-128-928-1-2317,0,2009-07-31,541,商品仕入高,09年7月1日～09年7月31日分仕入,0,23520,-3912232
6070,0001-20090731-128-928-1-2317,1,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,1176,-3913408
6072,0001-20090731-128-928-1-2317,3,2009-07-31,541,商品仕入高,09年7月1日～09年7月31日分仕入,0,188784,-4102192
6073,0001-20090731-128-928-1-2317,4,2009-07-31,191,仮払消費税等,09年7月1日～09年7月31日分仕入,0,9437,-4111629
6077,0001-20090731-129-929-1-2319,1,2009-07-31,131,普通預金,09年7月31日伝票No176株式会社　Pole,1297055,0,-2814574
6082,0001-20090731-130-930-1-2321,1,2009-07-31,301,支払手形,09年7月31日伝票No177小藤丸株式会社,3725574,0,911000
6085,0001-20090731-131-931-1-2323,1,2009-07-31,131,普通預金,09年7月31日伝票No178株式会社　サンセット,3533096,0,4444096
6090,0001-20090731-132-932-1-2325,1,2009-07-31,301,支払手形,09年7月31日伝票No179斉藤産業株式会社,1712425,0,6156521
6093,0001-20090731-133-933-1-2327,1,2009-07-31,301,支払手形,09年7月31日伝票No181鈴木販売株式会社,3060500,0,9217021
6096,0001-20090731-134-934-1-2329,1,2009-07-31,131,普通預金,09年7月31日伝票No182株式会社　有江,316537,0,9533558
6101,0001-20090731-135-935-1-2331,1,2009-07-31,131,普通預金,09年7月31日伝票No183ナカムラ産業株式会社,1291839,0,10825397
6106,0001-20090731-136-936-1-2333,1,2009-07-31,131,普通預金,09年7月31日伝票No184合同会社　ウェスト,2864586,0,13689983
6111,0001-20090731-137-937-1-2335,1,2009-07-31,131,普通預金,09年7月31日伝票No185株式会社　はなまる商事,1109128,0,14799111
,,,2009-07,,※※月計※※,,37287812,38302285,
6478,0001-20090810-89-986-1-2433,1,2009-08-10,152,売掛金,09年8月10日伝票No476株式会社　チェック,329616,0,15128727
6489,0001-20090810-91-988-1-2437,1,2009-08-10,301,支払手形,09年8月10日伝票No186株式会社　チェック,2921549,0,18050276
6492,0001-20090810-92-989-1-2439,1,2009-08-10,131,普通預金,09年8月10日伝票No188株式会社　山下,390196,0,18440472
6619,0001-20090815-99-1018-1-2497,1,2009-08-15,131,普通預金,09年8月15日伝票No198株式会社　Y2,5813524,0,24253996
6712,0001-20090820-103-1050-1-2561,1,2009-08-20,131,普通預金,09年8月20日伝票No200株式会社　アタッチ,944145,0,25198141
6720,0001-20090820-104-1051-1-2563,4,2009-08-20,131,普通預金,09年8月20日伝票No202株式会社　ハナダ,3506225,0,28704366
6725,0001-20090820-105-1052-1-2565,1,2009-08-20,131,普通預金,09年8月20日伝票No204株式会社　まつむら,4398969,0,33103335
7468,0001-20090831-121-1154-1-2769,0,2009-08-31,541,商品仕入高,09年8月1日～09年8月31日分仕入,0,86184,33017151
7469,0001-20090831-121-1154-1-2769,1,2009-08-31,191,仮払消費税等,09年8月1日～09年8月31日分仕入,0,4307,33012844
7471,0001-20090831-121-1154-1-2769,3,2009-08-31,541,商品仕入高,09年8月1日～09年8月31日分仕入,0,70560,32942284
7472,0001-20090831-121-1154-1-2769,4,2009-08-31,191,仮払消費税等,09年8月1日～09年8月31日分仕入,0,3528,32938756
7475,0001-20090831-122-1155-1-2771,0,2009-08-31,541,商品仕入高,09年8月1日～09年8月31日分仕入,0,2812888,30125868
7476,0001-20090831-122-1155-1-2771,1,2009-08-31,191,仮払消費税等,09年8月1日～09年8月31日分仕入,0,140624,29985244
7478,0001-20090831-122-1155-1-2771,3,2009-08-31,541,商品仕入高,09年8月1日～09年8月31日分仕入,0,3096380,26888864
7479,0001-20090831-122-1155-1-2771,4,2009-08-31,191,仮払消費税等,09年8月1日～09年8月31日分仕入,0,154785,26734079
7481,0001-20090831-122-1155-1-2771,6,2009-08-31,541,商品仕入高,09年8月1日～09年8月31日分仕入,0,1254752,25479327
7482,0001-20090831-122-1155-1-2771,7,2009-08-31,191,仮払消費税等,09年8月1日～09年8月31日分仕入,0,62724,25416603
7484,0001-20090831-122-1155-1-2771,9,2009-08-31,541,商品仕入高,09年8月1日～09年8月31日分仕入,0,5847125,19569478
7485,0001-20090831-122-1155-1-2771,10,2009-08-31,191,仮払消費税等,09年8月1日～09年8月31日分仕入,0,292311,19277167
7487,0001-20090831-122-1155-1-2771,12,2009-08-31,541,商品仕入高,09年8月1日～09年8月31日分仕入,0,4189510,15087657
7488,0001-20090831-122-1155-1-2771,13,2009-08-31,191,仮払消費税等,09年8月1日～09年8月31日分仕入,0,209459,14878198
7490,0001-20090831-122-1155-1-2771,15,2009-08-31,541,商品仕入高,09年8月1日～09年8月31日分仕入,0,320544,14557654
7491,0001-20090831-122-1155-1-2771,16,2009-08-31,191,仮払消費税等,09年8月1日～09年8月31日分仕入,0,16027,14541627
7493,0001-20090831-122-1155-1-2771,18,2009-08-31,541,商品仕入高,09年8月1日～09年8月31日分仕入,0,141120,14400507
7494,0001-20090831-122-1155-1-2771,19,2009-08-31,191,仮払消費税等,09年8月1日～09年8月31日分仕入,0,7056,14393451
7496,0001-20090831-122-1155-1-2771,21,2009-08-31,541,商品仕入高,09年8月1日～09年8月31日分仕入,0,779760,13613691
7497,0001-20090831-122-1155-1-2771,22,2009-08-31,191,仮払消費税等,09年8月1日～09年8月31日分仕入,0,38980,13574711
7500,0001-20090831-123-1156-1-2773,0,2009-08-31,541,商品仕入高,09年8月1日～09年8月31日分仕入,0,1732656,11842055
7501,0001-20090831-123-1156-1-2773,1,2009-08-31,191,仮払消費税等,09年8月1日～09年8月31日分仕入,0,86616,11755439
7503,0001-20090831-123-1156-1-2773,3,2009-08-31,541,商品仕入高,09年8月1日～09年8月31日分仕入,0,1122288,10633151
7504,0001-20090831-123-1156-1-2773,4,2009-08-31,191,仮払消費税等,09年8月1日～09年8月31日分仕入,0,56088,10577063
7506,0001-20090831-123-1156-1-2773,6,2009-08-31,541,商品仕入高,09年8月1日～09年8月31日分仕入,0,3466160,7110903
7507,0001-20090831-123-1156-1-2773,7,2009-08-31,191,仮払消費税等,09年8月1日～09年8月31日分仕入,0,173284,6937619
7509,0001-20090831-123-1156-1-2773,9,2009-08-31,541,商品仕入高,09年8月1日～09年8月31日分仕入,0,42336,6895283
7510,0001-20090831-123-1156-1-2773,10,2009-08-31,191,仮払消費税等,09年8月1日～09年8月31日分仕入,0,2116,6893167
7512,0001-20090831-123-1156-1-2773,12,2009-08-31,541,商品仕入高,09年8月1日～09年8月31日分仕入,0,258552,6634615
7513,0001-20090831-123-1156-1-2773,13,2009-08-31,191,仮払消費税等,09年8月1日～09年8月31日分仕入,0,12925,6621690
7516,0001-20090831-124-1157-1-2775,0,2009-08-31,541,商品仕入高,09年8月1日～09年8月31日分仕入,0,3658128,2963562
7517,0001-20090831-124-1157-1-2775,1,2009-08-31,191,仮払消費税等,09年8月1日～09年8月31日分仕入,0,182886,2780676
7519,0001-20090831-124-1157-1-2775,3,2009-08-31,541,商品仕入高,09年8月1日～09年8月31日分仕入,0,899208,1881468
7520,0001-20090831-124-1157-1-2775,4,2009-08-31,191,仮払消費税等,09年8月1日～09年8月31日分仕入,0,44937,1836531
7522,0001-20090831-124-1157-1-2775,6,2009-08-31,541,商品仕入高,09年8月1日～09年8月31日分仕入,0,2998680,-1162149
7523,0001-20090831-124-1157-1-2775,7,2009-08-31,191,仮払消費税等,09年8月1日～09年8月31日分仕入,0,149923,-1312072
7525,0001-20090831-124-1157-1-2775,9,2009-08-31,541,商品仕入高,09年8月1日～09年8月31日分仕入,0,3429350,-4741422
7526,0001-20090831-124-1157-1-2775,10,2009-08-31,191,仮払消費税等,09年8月1日～09年8月31日分仕入,0,171459,-4912881
7528,0001-20090831-124-1157-1-2775,12,2009-08-31,541,商品仕入高,09年8月1日～09年8月31日分仕入,0,117600,-5030481
7529,0001-20090831-124-1157-1-2775,13,2009-08-31,191,仮払消費税等,09年8月1日～09年8月31日分仕入,0,5880,-5036361
7531,0001-20090831-124-1157-1-2775,15,2009-08-31,541,商品仕入高,09年8月1日～09年8月31日分仕入,0,73872,-5110233
7532,0001-20090831-124-1157-1-2775,16,2009-08-31,191,仮払消費税等,09年8月1日～09年8月31日分仕入,0,3693,-5113926
7535,0001-20090831-125-1158-1-2777,0,2009-08-31,541,商品仕入高,09年8月1日～09年8月31日分仕入,0,57456,-5171382
7536,0001-20090831-125-1158-1-2777,1,2009-08-31,191,仮払消費税等,09年8月1日～09年8月31日分仕入,0,2872,-5174254
7540,0001-20090831-126-1159-1-2779,1,2009-08-31,131,普通預金,09年8月31日伝票No206株式会社　Pole,1318601,0,-3855653
7545,0001-20090831-127-1160-1-2781,1,2009-08-31,301,支払手形,09年8月31日伝票No210小藤丸株式会社,3841014,0,-14639
7548,0001-20090831-128-1161-1-2783,1,2009-08-31,131,普通預金,09年8月31日伝票No211株式会社　サンセット,3639444,0,3624805
7553,0001-20090831-129-1162-1-2785,1,2009-08-31,301,支払手形,09年8月31日伝票No212斉藤産業株式会社,1819272,0,5444077
7556,0001-20090831-130-1163-1-2787,1,2009-08-31,301,支払手形,09年8月31日伝票No214鈴木販売株式会社,3148603,0,8592680
7559,0001-20090831-131-1164-1-2789,1,2009-08-31,131,普通預金,09年8月31日伝票No215株式会社　有江,336571,0,8929251
7564,0001-20090831-132-1165-1-2791,1,2009-08-31,131,普通預金,09年8月31日伝票No216ナカムラ産業株式会社,1239760,0,10169011
7569,0001-20090831-133-1166-1-2793,1,2009-08-31,131,普通預金,09年8月31日伝票No217合同会社　ウェスト,2953512,0,13122523
7574,0001-20090831-134-1167-1-2795,1,2009-08-31,131,普通預金,09年8月31日伝票No218株式会社　はなまる商事,1178376,0,14300899
,,,2009-08,,※※月計※※,,37779377,38277589,
7898,0001-20090910-96-1213-1-2887,1,2009-09-10,152,売掛金,09年9月10日伝票No477株式会社　チェック,627649,0,14928548
7909,0001-20090910-98-1215-1-2891,1,2009-09-10,301,支払手形,09年9月10日伝票No220株式会社　チェック,2623516,0,17552064
7912,0001-20090910-99-1216-1-2893,1,2009-09-10,131,普通預金,09年9月10日伝票No222株式会社　山下,414892,0,17966956
8091,0001-20090915-106-1254-1-2969,1,2009-09-15,131,普通預金,09年9月15日伝票No224株式会社　Y2,6139436,0,24106392
8203,0001-20090920-110-1283-1-3027,1,2009-09-20,131,普通預金,09年9月20日伝票No226株式会社　アタッチ,944145,0,25050537
8208,0001-20090920-111-1284-1-3029,1,2009-09-20,131,普通預金,09年9月20日伝票No227株式会社　ハナダ,3600809,0,28651346
8213,0001-20090920-112-1285-1-3031,1,2009-09-20,131,普通預金,09年9月20日伝票No229株式会社　まつむら,4398969,0,33050315
8878,0001-20090930-128-1383-1-3227,2,2009-09-30,541,商品仕入高,09年9月1日～09年9月30日分仕入,0,221616,32828699
8879,0001-20090930-128-1383-1-3227,3,2009-09-30,191,仮払消費税等,09年9月1日～09年9月30日分仕入,0,11079,32817620
8882,0001-20090930-129-1384-1-3229,0,2009-09-30,541,商品仕入高,09年9月1日～09年9月30日分仕入,0,2732116,30085504
8883,0001-20090930-129-1384-1-3229,1,2009-09-30,191,仮払消費税等,09年9月1日～09年9月30日分仕入,0,136586,29948918
8885,0001-20090930-129-1384-1-3229,3,2009-09-30,541,商品仕入高,09年9月1日～09年9月30日分仕入,0,3003696,26945222
8886,0001-20090930-129-1384-1-3229,4,2009-09-30,191,仮払消費税等,09年9月1日～09年9月30日分仕入,0,150151,26795071
8888,0001-20090930-129-1384-1-3229,6,2009-09-30,541,商品仕入高,09年9月1日～09年9月30日分仕入,0,1254752,25540319
8889,0001-20090930-129-1384-1-3229,7,2009-09-30,191,仮払消費税等,09年9月1日～09年9月30日分仕入,0,62724,25477595
8891,0001-20090930-129-1384-1-3229,9,2009-09-30,541,商品仕入高,09年9月1日～09年9月30日分仕入,0,5652232,19825363
8892,0001-20090930-129-1384-1-3229,10,2009-09-30,191,仮払消費税等,09年9月1日～09年9月30日分仕入,0,282567,19542796
8894,0001-20090930-129-1384-1-3229,12,2009-09-30,541,商品仕入高,09年9月1日～09年9月30日分仕入,0,4080572,15462224
8895,0001-20090930-129-1384-1-3229,13,2009-09-30,191,仮払消費税等,09年9月1日～09年9月30日分仕入,0,204013,15258211
8897,0001-20090930-129-1384-1-3229,15,2009-09-30,541,商品仕入高,09年9月1日～09年9月30日分仕入,0,301464,14956747
8898,0001-20090930-129-1384-1-3229,16,2009-09-30,191,仮払消費税等,09年9月1日～09年9月30日分仕入,0,15073,14941674
8900,0001-20090930-129-1384-1-3229,18,2009-09-30,541,商品仕入高,09年9月1日～09年9月30日分仕入,0,301056,14640618
8901,0001-20090930-129-1384-1-3229,19,2009-09-30,191,仮払消費税等,09年9月1日～09年9月30日分仕入,0,15052,14625566
8903,0001-20090930-129-1384-1-3229,21,2009-09-30,541,商品仕入高,09年9月1日～09年9月30日分仕入,0,373464,14252102
8904,0001-20090930-129-1384-1-3229,22,2009-09-30,191,仮払消費税等,09年9月1日～09年9月30日分仕入,0,18670,14233432
8907,0001-20090930-130-1385-1-3231,0,2009-09-30,541,商品仕入高,09年9月1日～09年9月30日分仕入,0,1732656,12500776
8908,0001-20090930-130-1385-1-3231,1,2009-09-30,191,仮払消費税等,09年9月1日～09年9月30日分仕入,0,86616,12414160
8910,0001-20090930-130-1385-1-3231,3,2009-09-30,541,商品仕入高,09年9月1日～09年9月30日分仕入,0,1122288,11291872
8911,0001-20090930-130-1385-1-3231,4,2009-09-30,191,仮払消費税等,09年9月1日～09年9月30日分仕入,0,56088,11235784
8913,0001-20090930-130-1385-1-3231,6,2009-09-30,541,商品仕入高,09年9月1日～09年9月30日分仕入,0,3282912,7952872
8914,0001-20090930-130-1385-1-3231,7,2009-09-30,191,仮払消費税等,09年9月1日～09年9月30日分仕入,0,164123,7788749
8916,0001-20090930-130-1385-1-3231,9,2009-09-30,541,商品仕入高,09年9月1日～09年9月30日分仕入,0,110808,7677941
8917,0001-20090930-130-1385-1-3231,10,2009-09-30,191,仮払消費税等,09年9月1日～09年9月30日分仕入,0,5539,7672402
8919,0001-20090930-130-1385-1-3231,12,2009-09-30,541,商品仕入高,09年9月1日～09年9月30日分仕入,0,70560,7601842
8920,0001-20090930-130-1385-1-3231,13,2009-09-30,191,仮払消費税等,09年9月1日～09年9月30日分仕入,0,3528,7598314
8923,0001-20090930-131-1386-1-3233,0,2009-09-30,541,商品仕入高,09年9月1日～09年9月30日分仕入,0,3552888,4045426
8924,0001-20090930-131-1386-1-3233,1,2009-09-30,191,仮払消費税等,09年9月1日～09年9月30日分仕入,0,177624,3867802
8926,0001-20090930-131-1386-1-3233,3,2009-09-30,541,商品仕入高,09年9月1日～09年9月30日分仕入,0,899208,2968594
8927,0001-20090930-131-1386-1-3233,4,2009-09-30,191,仮払消費税等,09年9月1日～09年9月30日分仕入,0,44937,2923657
8929,0001-20090930-131-1386-1-3233,6,2009-09-30,541,商品仕入高,09年9月1日～09年9月30日分仕入,0,2905936,17721
8930,0001-20090930-131-1386-1-3233,7,2009-09-30,191,仮払消費税等,09年9月1日～09年9月30日分仕入,0,145286,-127565
8932,0001-20090930-131-1386-1-3233,9,2009-09-30,541,商品仕入高,09年9月1日～09年9月30日分仕入,0,3319040,-3446605
8933,0001-20090930-131-1386-1-3233,10,2009-09-30,191,仮払消費税等,09年9月1日～09年9月30日分仕入,0,165944,-3612549
8935,0001-20090930-131-1386-1-3233,12,2009-09-30,541,商品仕入高,09年9月1日～09年9月30日分仕入,0,385776,-3998325
8936,0001-20090930-131-1386-1-3233,13,2009-09-30,191,仮払消費税等,09年9月1日～09年9月30日分仕入,0,19284,-4017609
8938,0001-20090930-131-1386-1-3233,15,2009-09-30,541,商品仕入高,09年9月1日～09年9月30日分仕入,0,23520,-4041129
8939,0001-20090930-131-1386-1-3233,16,2009-09-30,191,仮払消費税等,09年9月1日～09年9月30日分仕入,0,1176,-4042305
8942,0001-20090930-132-1387-1-3235,0,2009-09-30,541,商品仕入高,09年9月1日～09年9月30日分仕入,0,90288,-4132593
8943,0001-20090930-132-1387-1-3235,1,2009-09-30,191,仮払消費税等,09年9月1日～09年9月30日分仕入,0,4513,-4137106
8947,0001-20090930-133-1388-1-3237,1,2009-09-30,131,普通預金,09年9月30日伝票No231株式会社　Pole,1318601,0,-2818505
8952,0001-20090930-134-1389-1-3239,1,2009-09-30,301,支払手形,09年9月30日伝票No232小藤丸株式会社,3841014,0,1022509
8955,0001-20090930-135-1390-1-3241,1,2009-09-30,131,普通預金,09年9月30日伝票No234株式会社　サンセット,3639444,0,4661953
8960,0001-20090930-136-1391-1-3243,1,2009-09-30,301,支払手形,09年9月30日伝票No236斉藤産業株式会社,1819272,0,6481225
8963,0001-20090930-137-1392-1-3245,1,2009-09-30,301,支払手形,09年9月30日伝票No242鈴木販売株式会社,3148603,0,9629828
8966,0001-20090930-138-1393-1-3247,1,2009-09-30,131,普通預金,09年9月30日伝票No243株式会社　有江,336571,0,9966399
8971,0001-20090930-139-1394-1-3249,1,2009-09-30,131,普通預金,09年9月30日伝票No245ナカムラ産業株式会社,1317476,0,11283875
8976,0001-20090930-140-1395-1-3251,1,2009-09-30,131,普通預金,09年9月30日伝票No247合同会社　ウェスト,2953512,0,14237387
8981,0001-20090930-141-1396-1-3253,1,2009-09-30,131,普通預金,09年9月30日伝票No248株式会社　はなまる商事,1178376,0,15415763
,,,2009-09,,※※月計※※,,38302285,37187421,
9424,0001-20091010-88-1453-1-3367,1,2009-10-10,152,売掛金,09年10月10日伝票No478株式会社　チェック,543988,0,15959751
9435,0001-20091010-90-1455-1-3371,1,2009-10-10,301,支払手形,09年10月10日伝票No251株式会社　チェック,2609859,0,18569610
9438,0001-20091010-91-1456-1-3373,1,2009-10-10,131,普通預金,09年10月10日伝票No253株式会社　山下,390196,0,18959806
9574,0001-20091015-98-1485-1-3431,1,2009-10-15,131,普通預金,09年10月15日伝票No255株式会社　Y2,6139436,0,25099242
9657,0001-20091020-102-1510-1-3481,1,2009-10-20,131,普通預金,09年10月20日伝票No258株式会社　アタッチ,944145,0,26043387
9662,0001-20091020-103-1511-1-3483,1,2009-10-20,131,普通預金,09年10月20日伝票No260株式会社　ハナダ,3600809,0,29644196
9667,0001-20091020-104-1512-1-3485,1,2009-10-20,131,普通預金,09年10月20日伝票No261株式会社　まつむら,4284585,0,33928781
10398,0001-20091031-120-1615-1-3691,0,2009-10-31,541,商品仕入高,09年10月1日～09年10月31日分仕入,0,48000,33880781
10399,0001-20091031-120-1615-1-3691,1,2009-10-31,191,仮払消費税等,09年10月1日～09年10月31日分仕入,0,2400,33878381
10401,0001-20091031-120-1615-1-3691,3,2009-10-31,541,商品仕入高,09年10月1日～09年10月31日分仕入,0,113400,33764981
